-----------------------------------------------------------------------------------------
X	Y	year	month	day	Mag	Z(m)	hr	min	sec	stage
335754	432678	2019	8	17	-0.569	-2217.09	11	35	1	3
335785	432974	2019	8	17	-0.399	-2153.19	11	35	2	3
335800	433035	2019	8	17	-1.227	-2163.33	11	35	3	3
335672	432642	2019	8	17	-1.081	-2160.42	11	35	5	3
335772	432784	2019	8	17	-1.399	-2173.33	11	35	11	3
335659	432705	2019	8	17	-1.37	-2152.65	11	35	13	3
335878	432580	2019	8	17	-1.289	-2092.85	11	35	14	3
335697	432729	2019	8	17	-1.004	-2150.39	11	35	19	3
335876	432709	2019	8	17	-1.221	-2121.51	11	35	24	3
335665	432655	2019	8	17	-0.81	-2152.48	11	35	27	3
335712	432426	2019	8	17	-1.344	-2128.88	11	35	28	3
335698	432789	2019	8	17	-1.274	-2146.59	11	35	36	3
335670	432655	2019	8	17	-0.994	-2151.84	11	35	38	3
335854	432744	2019	8	17	-0.684	-2125.44	11	35	39	3
335696	432742	2019	8	17	-1.152	-2147.56	11	35	40	3
335656	432669	2019	8	17	-1.254	-2175.55	11	35	41	3
335727	432559	2019	8	17	-1.519	-2193.85	11	35	43	3
335677	432717	2019	8	17	-1.171	-2155.41	11	35	47	3
335877	432681	2019	8	17	-1.406	-2111.82	11	35	48	3
335669	432713	2019	8	17	-1.237	-2160.64	11	35	51	3
335710	432717	2019	8	17	-1.034	-2150.09	11	35	52	3
335688	432753	2019	8	17	-1.211	-2162.95	11	35	53	3
335864	432729	2019	8	17	-1.176	-2130.2	11	36	2	3
335863	432729	2019	8	17	0.3802	-2154.03	11	36	2	3
335921	432630	2019	8	17	-1.3	-2105.64	11	36	11	3
335874	432664	2019	8	17	-1.238	-2076.63	11	36	11	3
335669	432694	2019	8	17	-1.099	-2152.45	11	36	16	3
335708	432707	2019	8	17	-0.93	-2145.63	11	36	20	3
335822	432354	2019	8	17	-1.143	-2230.1	11	36	22	3
335643	432660	2019	8	17	-1.224	-2170.37	11	36	23	3
335843	432795	2019	8	17	-1.138	-2119.45	11	36	30	3
335646	432683	2019	8	17	-0.884	-2155.83	11	36	36	3
335703	432718	2019	8	17	-0.613	-2151.44	11	36	36	3
335861	432710	2019	8	17	-1.223	-2072.81	11	36	38	3
335876	432690	2019	8	17	-1.633	-2099.21	11	36	42	3
335677	432698	2019	8	17	-0.995	-2149.67	11	36	43	3
335681	432461	2019	8	17	-0.655	-2157.94	11	36	44	3
335701	432622	2019	8	17	-0.749	-2132.83	11	36	45	3
335876	432696	2019	8	17	-1.478	-2030.72	11	36	47	3
335812	433023	2019	8	17	-0.937	-2150.74	11	36	48	3
335644	432681	2019	8	17	-0.89	-2162.34	11	36	49	3
335869	432702	2019	8	17	-1.087	-2070.38	11	36	52	3
335867	432704	2019	8	17	-0.118	-2131.89	11	36	53	3
335845	432759	2019	8	17	-1.354	-2120.39	11	36	55	3
335883	432647	2019	8	17	-1.021	-2077.94	11	36	57	3
335818	432888	2019	8	17	-1.083	-2137.31	11	36	58	3
335682	432676	2019	8	17	-1.126	-2150.82	11	37	1	3
335682	432660	2019	8	17	-0.725	-2140.54	11	37	2	3
335707	432725	2019	8	17	-1.1	-2148.11	11	37	4	3
335723	432588	2019	8	17	-1.059	-2165.45	11	37	5	3
335708	432820	2019	8	17	-1.203	-2149.15	11	37	6	3
335688	432677	2019	8	17	-0.479	-2144.28	11	37	16	3
335701	432714	2019	8	17	-0.868	-2146.51	11	37	17	3
335666	432659	2019	8	17	-0.877	-2153.35	11	37	19	3
335795	432614	2019	8	17	-1.538	-2207.28	11	37	20	3
335699	432690	2019	8	17	-1.119	-2147.06	11	37	20	3
335700	432725	2019	8	17	-1.122	-2149.11	11	37	23	3
335874	432701	2019	8	17	-1.13	-2099.26	11	37	26	3
335680	432718	2019	8	17	-1.252	-2149.26	11	37	33	3
335664	432693	2019	8	17	-1.001	-2153.94	11	37	36	3
335705	432788	2019	8	17	-1.417	-2146.92	11	37	37	3
335675	432698	2019	8	17	-1.119	-2154.46	11	37	39	3
335659	432544	2019	8	17	-1.228	-2176.37	11	37	41	3
335831	432835	2019	8	17	-1.185	-2106.38	11	37	45	3
335673	432619	2019	8	17	-1.28	-2150.4	11	37	47	3
335805	432664	2019	8	17	-1.411	-2126.82	11	37	47	3
335793	433001	2019	8	17	-1.303	-2143.13	11	37	53	3
335653	432654	2019	8	17	-0.923	-2157.47	11	37	54	3
335662	432675	2019	8	17	-1.258	-2157.25	11	37	55	3
335823	432790	2019	8	17	-1.322	-2096.01	11	38	0	3
335900	432634	2019	8	17	-0.141	-2110.67	11	38	2	3
335663	432672	2019	8	17	-1.111	-2148.95	11	38	4	3
335615	432668	2019	8	17	-1.118	-2162.5	11	38	5	3
335698	432670	2019	8	17	-1.227	-2148.64	11	38	8	3
335693	432713	2019	8	17	-0.81	-2150.36	11	38	9	3
335814	432771	2019	8	17	-1.256	-2099.82	11	38	10	3
335692	432754	2019	8	17	-1.158	-2152.65	11	38	13	3
335882	432646	2019	8	17	-1.208	-2112.31	11	38	14	3
335874	432650	2019	8	17	-1.311	-2046.19	11	38	15	3
335870	432701	2019	8	17	-1.091	-2054.37	11	38	15	3
335770	433049	2019	8	17	-1.114	-2152.02	11	38	18	3
335684	432652	2019	8	17	-1.204	-2142.75	11	38	19	3
335887	432595	2019	8	17	-1.528	-2048.72	11	38	20	3
335902	432625	2019	8	17	0.104	-2102.06	11	38	25	3
335655	432759	2019	8	17	-1.196	-2156.29	11	38	26	3
335871	432689	2019	8	17	-1.65	-2106.37	11	38	32	3
335705	432739	2019	8	17	-1.072	-2165.8	11	38	37	3
335750	432763	2019	8	17	-1.248	-2122.51	11	38	38	3
335691	432526	2019	8	17	-1.204	-2166.62	11	38	39	3
335872	432656	2019	8	17	-1.179	-2095.78	11	38	41	3
335711	432716	2019	8	17	-1.178	-2145.16	11	38	44	3
335702	432719	2019	8	17	-1.131	-2151.32	11	38	45	3
335684	432655	2019	8	17	-1.209	-2148.27	11	38	45	3
335887	432679	2019	8	17	-1.156	-2110.87	11	38	47	3
335776	433028	2019	8	17	-0.499	-2154.24	11	38	47	3
335695	432711	2019	8	17	-1.001	-2148.29	11	38	48	3
335732	433029	2019	8	17	-1.253	-2163.58	11	38	49	3
335698	432721	2019	8	17	-1.24	-2143.06	11	38	58	3
335890	432645	2019	8	17	-1.426	-2030.74	11	39	0	3
335680	432678	2019	8	17	-1.305	-2156.06	11	39	4	3
335652	432663	2019	8	17	-0.544	-2154.74	11	39	6	3
335852	432738	2019	8	17	0.5755	-2153.11	11	39	7	3
335882	432733	2019	8	17	-1.328	-2094.31	11	39	9	3
335636	432728	2019	8	17	-1.16	-2147.3	11	39	11	3
335789	432686	2019	8	17	-0.86	-2059.02	11	39	16	3
335665	432688	2019	8	17	-1.005	-2152.19	11	39	18	3
335648	432670	2019	8	17	-1.044	-2166.92	11	39	20	3
335829	432807	2019	8	17	-1.207	-2125.48	11	39	21	3
335709	432687	2019	8	17	-0.872	-2150.58	11	39	25	3
335687	432672	2019	8	17	-1.023	-2172.17	11	39	31	3
335706	432714	2019	8	17	-0.985	-2144.76	11	39	37	3
335700	432714	2019	8	17	-1.265	-2149.97	11	39	40	3
335790	433070	2019	8	17	-1.093	-2153.39	11	39	44	3
335803	432829	2019	8	17	-1.375	-2099.46	11	39	46	3
335849	432728	2019	8	17	-0.024	-2133.86	11	39	54	3
335811	432980	2019	8	17	-0.969	-2165.41	11	39	56	3
335686	432673	2019	8	17	-1.329	-2152.83	11	39	59	3
335832	432729	2019	8	17	-1.169	-2046.63	11	40	0	3
335780	432926	2019	8	17	-0.33	-2156.36	11	40	3	3
335831	432977	2019	8	17	-1.226	-2173.65	11	40	8	3
335712	432733	2019	8	17	-1.142	-2146.95	11	40	8	3
335675	432674	2019	8	17	-1.023	-2149.98	11	40	16	3
335670	432673	2019	8	17	-1.333	-2165.47	11	40	17	3
335708	432686	2019	8	17	-0.963	-2143.94	11	40	17	3
335852	432655	2019	8	17	-1.281	-2048.47	11	40	19	3
335783	432759	2019	8	17	-1.358	-2207.44	11	40	32	3
335774	432652	2019	8	17	-1.243	-2122.4	11	40	33	3
335653	432664	2019	8	17	-0.71	-2153.91	11	40	34	3
335692	432686	2019	8	17	-0.798	-2146.1	11	40	37	3
335780	432917	2019	8	17	-1.115	-2127.43	11	40	43	3
335675	432697	2019	8	17	-0.869	-2154.73	11	40	45	3
335860	432679	2019	8	17	-1.108	-2071.03	11	40	47	3
335649	432652	2019	8	17	-1.138	-2159.99	11	40	48	3
335609	432659	2019	8	17	-1.033	-2172.37	11	40	53	3
335688	432719	2019	8	17	-1.247	-2146.72	11	40	54	3
335679	432692	2019	8	17	-1.307	-2150.67	11	40	56	3
335699	432703	2019	8	17	-0.942	-2148.07	11	40	57	3
335696	432711	2019	8	17	-0.981	-2149.76	11	41	2	3
335652	432680	2019	8	17	-1.169	-2160.84	11	41	4	3
335695	432668	2019	8	17	-0.795	-2144.89	11	41	9	3
335833	432718	2019	8	17	-1.412	-2095.62	11	41	14	3
335637	432782	2019	8	17	-1.191	-2156	11	41	21	3
335863	432581	2019	8	17	-1.465	-2042.69	11	41	22	3
335685	432636	2019	8	17	-1.37	-2128.49	11	41	26	3
335678	432679	2019	8	17	-0.85	-2144.7	11	41	30	3
335702	432696	2019	8	17	-1.124	-2144.9	11	41	32	3
335830	432805	2019	8	17	-0.619	-2135.83	11	41	35	3
335875	432649	2019	8	17	-1.064	-2085.59	11	41	36	3
335707	432691	2019	8	17	-1.071	-2169.06	11	41	37	3
335680	432810	2019	8	17	-1.362	-2151.04	11	41	40	3
335650	432669	2019	8	17	-0.926	-2164.61	11	41	41	3
335630	432683	2019	8	17	-1.24	-2168.37	11	41	44	3
335789	433061	2019	8	17	-1.284	-2151.03	11	41	51	3
335670	432687	2019	8	17	-1.226	-2153.44	11	41	53	3
335681	432664	2019	8	17	-0.488	-2145.46	11	41	55	3
335677	432669	2019	8	17	-0.647	-2147.92	11	41	56	3
335699	432674	2019	8	17	-0.671	-2150.88	11	41	58	3
335904	432652	2019	8	17	-1.245	-2088.15	11	41	59	3
335656	432672	2019	8	17	-1.088	-2160.19	11	42	4	3
335755	432694	2019	8	17	-1.109	-2169.4	11	42	5	3
335853	432656	2019	8	17	-0.28	-2046.93	11	42	8	3
335879	432710	2019	8	17	-1.315	-2097.52	11	42	14	3
335707	432693	2019	8	17	-1.02	-2146.44	11	42	17	3
335702	432746	2019	8	17	-1.387	-2141.78	11	42	19	3
335864	432677	2019	8	17	-1.354	-2051.29	11	42	24	3
335646	432662	2019	8	17	-0.548	-2154.31	11	42	30	3
335736	432707	2019	8	17	-1.398	-2217.75	11	42	32	3
335870	432640	2019	8	17	-0.995	-2051.26	11	42	42	3
335682	432683	2019	8	17	-1.075	-2147.6	11	42	49	3
335702	432731	2019	8	17	-1.159	-2157.19	11	42	54	3
335705	432851	2019	8	17	-1.22	-2165.39	11	42	59	3
335621	432751	2019	8	17	-1.285	-2162.12	11	42	59	3
335703	432666	2019	8	17	-0.923	-2148.98	11	43	6	3
335706	432722	2019	8	17	-0.912	-2146.91	11	43	7	3
335690	432722	2019	8	17	-1.205	-2152.68	11	43	8	3
335710	432709	2019	8	17	-1.229	-2145.23	11	43	9	3
335870	432706	2019	8	17	-1.184	-2116.09	11	43	10	3
335673	432690	2019	8	17	-0.9	-2149.89	11	43	12	3
335668	432721	2019	8	17	-1.062	-2151.63	11	43	19	3
335734	432656	2019	8	17	-1.219	-2183.76	11	43	22	3
335651	432653	2019	8	17	-1.248	-2170.33	11	43	27	3
335670	432670	2019	8	17	-0.93	-2151.37	11	43	30	3
335707	432679	2019	8	17	-1.11	-2151.34	11	43	35	3
335873	432653	2019	8	17	-0.703	-2054.8	11	43	40	3
335815	432866	2019	8	17	-0.761	-2145.44	11	43	40	3
335672	432738	2019	8	17	-1.3	-2162.8	11	43	49	3
335614	432689	2019	8	17	-1.129	-2169.46	11	43	50	3
335687	432739	2019	8	17	-1.084	-2152.87	11	43	56	3
335676	432679	2019	8	17	-1.216	-2159.59	11	43	59	3
335814	433046	2019	8	17	-1.14	-2152.47	11	44	1	3
335703	432651	2019	8	17	-1.369	-2145.14	11	44	2	3
335659	432664	2019	8	17	-1.304	-2175.21	11	44	17	3
335715	432682	2019	8	17	-1.059	-2159.52	11	44	18	3
335683	432676	2019	8	17	-1.3	-2159.08	11	44	21	3
335712	432584	2019	8	17	-1.37	-2166.54	11	44	22	3
335661	432645	2019	8	17	-1.031	-2159.38	11	44	30	3
335860	432725	2019	8	17	-1.46	-2041.7	11	44	34	3
335676	432705	2019	8	17	-1.324	-2153.31	11	44	36	3
335684	432699	2019	8	17	-1.187	-2151.8	11	44	38	3
335788	432738	2019	8	17	-1.441	-2108.97	11	44	45	3
335695	432668	2019	8	17	-0.937	-2108.43	11	44	47	3
335688	432730	2019	8	17	-1.373	-2139.65	11	44	52	3
335648	432674	2019	8	17	-1.211	-2170.62	11	44	54	3
335691	432700	2019	8	17	-1.214	-2151.38	11	44	55	3
335796	433043	2019	8	17	-1.119	-2153.96	11	44	56	3
335676	432624	2019	8	17	-1.194	-2142.07	11	44	58	3
335906	432689	2019	8	17	-1.594	-2092.84	11	45	4	3
335646	432643	2019	8	17	-0.57	-2152.34	11	45	7	3
335709	432714	2019	8	17	-0.895	-2147.03	11	45	8	3
335801	432724	2019	8	17	-1.273	-2144.71	11	45	11	3
335815	432871	2019	8	17	-0.886	-2143.37	11	45	13	3
335642	432679	2019	8	17	-1.106	-2151.9	11	45	17	3
335792	432995	2019	8	17	-1.136	-2152.87	11	45	20	3
335704	432776	2019	8	17	-1.381	-2154.08	11	45	26	3
335799	433022	2019	8	17	-1.224	-2160.94	11	45	28	3
335873	432646	2019	8	17	-1.339	-2047.4	11	45	33	3
335777	432950	2019	8	17	-0.119	-2152.91	11	45	36	3
335654	432740	2019	8	17	NaN	-2162.47	11	45	37	3
335796	433013	2019	8	17	-0.98	-2152.43	11	45	41	3
335698	432723	2019	8	17	-1.049	-2146.94	11	45	45	3
335769	432630	2019	8	17	-1.286	-2123.34	11	45	47	3
335697	432745	2019	8	17	-1.118	-2147.12	11	45	53	3
335880	432654	2019	8	17	-1.171	-2060.05	11	46	0	3
335674	432719	2019	8	17	-0.923	-2149.14	11	46	2	3
335682	432709	2019	8	17	-1.053	-2146.55	11	46	5	3
335698	432822	2019	8	17	-1.007	-2148.02	11	46	6	3
335690	432692	2019	8	17	-1.326	-2152.65	11	46	8	3
335841	432757	2019	8	17	-1.298	-2117.03	11	46	9	3
335799	432996	2019	8	17	-1.126	-2157.43	11	46	16	3
335653	432648	2019	8	17	-0.954	-2163.7	11	46	18	3
335674	432642	2019	8	17	-1.287	-2144.6	11	46	28	3
335696	432710	2019	8	17	-1.041	-2148.28	11	46	39	3
335730	432951	2019	8	17	-1.289	-2162.7	11	46	40	3
335671	432657	2019	8	17	-0.914	-2152.76	11	46	47	3
335861	432737	2019	8	17	-1.394	-2057.83	11	46	48	3
335671	432681	2019	8	17	-1.248	-2150.77	11	46	52	3
335865	432649	2019	8	17	-0.378	-2067.71	11	46	55	3
335636	432693	2019	8	17	NaN	-2163.98	11	46	56	3
335660	432701	2019	8	17	-0.9	-2158	11	46	57	3
335862	432696	2019	8	17	-1.33	-2128.55	11	46	58	3
335706	432681	2019	8	17	-1.221	-2151.55	11	47	0	3
335870	432664	2019	8	17	-0.986	-2069.11	11	47	9	3
335867	432721	2019	8	17	-1.112	-2113.94	11	47	15	3
335701	432669	2019	8	17	-0.89	-2151.12	11	47	17	3
335872	432609	2019	8	17	-1.422	-2134.77	11	47	18	3
335706	432652	2019	8	17	-0.766	-2142.93	11	47	18	3
335683	432766	2019	8	17	-0.928	-2167.82	11	47	23	3
335652	432736	2019	8	17	-1.281	-2151.98	11	47	30	3
335792	432981	2019	8	17	-0.923	-2097.42	11	47	31	3
335639	432697	2019	8	17	-1.183	-2157.18	11	47	36	3
335735	432634	2019	8	17	-1.034	-2221.93	11	47	37	3
335784	432994	2019	8	17	-0.867	-2146.39	11	47	39	3
335879	432611	2019	8	17	-0.784	-2063.84	11	47	41	3
335711	432696	2019	8	17	-0.79	-2156.48	11	47	43	3
335864	432701	2019	8	17	-1.412	-2122.13	11	47	48	3
335800	432933	2019	8	17	-1.09	-2154.7	11	47	52	3
335657	432640	2019	8	17	-1.177	-2156.96	11	47	56	3
335717	432650	2019	8	17	-1.184	-2154.77	11	48	1	3
335820	432957	2019	8	17	-1.097	-2157.56	11	48	3	3
335812	432768	2019	8	17	-1.521	-2063.78	11	48	5	3
335715	432695	2019	8	17	-1.421	-2152.7	11	48	6	3
335730	432766	2019	8	17	-1.3	-2151.98	11	48	8	3
335702	432727	2019	8	17	-1.204	-2141.8	11	48	12	3
335693	432656	2019	8	17	-1.592	-2133.64	11	48	16	3
335873	432675	2019	8	17	-0.967	-2094.92	11	48	17	3
335729	432766	2019	8	17	-1.451	-2151.79	11	48	21	3
335708	432747	2019	8	17	-0.988	-2154.09	11	48	23	3
335867	432628	2019	8	17	-1.398	-2063.49	11	48	24	3
335639	432660	2019	8	17	-1.231	-2171.99	11	48	32	3
335694	432693	2019	8	17	-1.021	-2149.22	11	48	33	3
335704	432676	2019	8	17	-0.995	-2235.55	11	48	34	3
335852	432623	2019	8	17	-1.372	-2103.8	11	48	37	3
335785	432938	2019	8	17	-1.334	-2156.25	11	48	40	3
335676	432690	2019	8	17	-1.088	-2151.85	11	48	46	3
335807	432723	2019	8	17	-1.389	-2198.47	11	48	49	3
335703	432688	2019	8	17	-0.912	-2146.94	11	48	55	3
335645	432668	2019	8	17	-0.531	-2161.2	11	48	59	3
335653	432679	2019	8	17	-0.946	-2158.53	11	48	59	3
335733	432667	2019	8	17	-1.209	-2134	11	49	2	3
335650	432712	2019	8	17	-1.237	-2152.79	11	49	5	3
335886	432626	2019	8	17	-1.355	-2100.54	11	49	6	3
335675	432686	2019	8	17	-0.925	-2146.54	11	49	7	3
335838	432717	2019	8	17	-1.305	-2041.56	11	49	12	3
335865	432601	2019	8	17	-1.387	-2064.91	11	49	15	3
335890	432596	2019	8	17	-1.515	-2088.11	11	49	17	3
335796	432974	2019	8	17	-0.613	-2162.58	11	49	18	3
335641	432663	2019	8	17	-1.079	-2168.68	11	49	21	3
335908	432578	2019	8	17	-1.337	-2099.06	11	49	24	3
335700	432732	2019	8	17	-1.228	-2147.87	11	49	37	3
335788	432991	2019	8	17	-1.107	-2152.65	11	49	54	3
335628	432663	2019	8	17	-1.24	-2162.01	11	50	1	3
335703	432676	2019	8	17	-0.887	-2156.87	11	50	11	3
335705	432674	2019	8	17	-1.114	-2144.95	11	50	14	3
335703	432626	2019	8	17	-1.235	-2153.46	11	50	16	3
335703	432683	2019	8	17	-0.741	-2147.11	11	50	18	3
335632	432704	2019	8	17	-1.077	-2167.24	11	50	24	3
335870	432670	2019	8	17	-1.313	-2072.37	11	50	25	3
335754	433018	2019	8	17	-0.425	-2151.38	11	50	28	3
335633	432704	2019	8	17	-1.107	-2158.97	11	50	29	3
335865	432702	2019	8	17	-1.385	-2132.93	11	50	31	3
335662	432650	2019	8	17	-1.216	-2168.73	11	50	38	3
335676	432666	2019	8	17	-0.472	-2147.55	11	50	44	3
335786	432993	2019	8	17	-0.556	-2158.34	11	50	55	3
335860	432675	2019	8	17	-0.823	-2045.89	11	50	57	3
335884	432686	2019	8	17	-0.604	-2108	11	50	59	3
335838	432722	2019	8	17	-1.358	-2137.17	11	51	2	3
335701	432675	2019	8	17	-1.038	-2146.96	11	51	8	3
335660	432695	2019	8	17	-0.89	-2154.93	11	51	10	3
335702	432763	2019	8	17	-1.214	-2149.1	11	51	13	3
335695	432694	2019	8	17	-1.08	-2146.56	11	51	14	3
335619	432666	2019	8	17	-1.22	-2162.19	11	51	35	3
335701	432681	2019	8	17	-1.036	-2147.98	11	51	39	3
335655	432687	2019	8	17	-1.045	-2151.6	11	51	41	3
335895	432545	2019	8	17	-1.525	-2093.49	11	51	45	3
335696	432484	2019	8	17	-1.226	-2166.44	11	51	45	3
335794	432698	2019	8	17	-0.983	-2123.34	11	51	55	3
335674	432688	2019	8	17	-0.984	-2152.29	11	52	0	3
335647	432665	2019	8	17	-0.68	-2152.41	11	52	3	3
335666	432657	2019	8	17	-1.163	-2158.96	11	52	5	3
335688	432506	2019	8	17	-1.136	-2179.95	11	52	6	3
335871	432732	2019	8	17	-1.062	-2110.24	11	52	8	3
335874	432724	2019	8	17	-1.109	-2113.7	11	52	10	3
335676	432673	2019	8	17	-1.362	-2151.67	11	52	14	3
335879	432624	2019	8	17	-1.197	-2089.18	11	52	16	3
335651	432672	2019	8	17	-1.148	-2157.97	11	52	19	3
335686	432717	2019	8	17	-1.217	-2165.05	11	52	20	3
335777	432590	2019	8	17	-1.171	-2176.17	11	52	26	3
335879	432718	2019	8	17	-1.402	-2103.71	11	52	28	3
335864	432632	2019	8	17	-0.713	-2057.67	11	52	29	3
335683	432668	2019	8	17	-0.9	-2150.54	11	52	41	3
335709	432662	2019	8	17	-1.153	-2153.88	11	52	42	3
335860	432744	2019	8	17	-1.073	-2118.24	11	52	51	3
335889	432629	2019	8	17	-1.214	-2088.41	11	52	52	3
335745	432623	2019	8	17	-1.193	-2155.88	11	53	6	3
335705	432716	2019	8	17	-1.16	-2144.59	11	53	12	3
335823	432761	2019	8	17	-1.201	-2049.84	11	53	21	3
335858	432652	2019	8	17	-1.585	-2097.53	11	53	24	3
335889	432647	2019	8	17	-1.241	-2105.08	11	53	27	3
335652	432656	2019	8	17	-0.878	-2161.78	11	53	29	3
335856	432684	2019	8	17	-0.671	-2084.75	11	53	29	3
335748	432823	2019	8	17	-1.01	-2168.61	11	53	37	3
335644	432671	2019	8	17	-1.029	-2158.75	11	53	45	3
335681	432675	2019	8	17	-1.064	-2145.68	11	53	46	3
335708	432429	2019	8	17	-0.953	-2160.25	11	53	47	3
335821	433034	2019	8	17	-1.109	-2152.46	11	53	52	3
335668	432747	2019	8	17	-1.323	-2158.28	11	53	58	3
335796	432943	2019	8	17	-0.955	-2145.34	11	54	3	3
335704	432708	2019	8	17	-0.921	-2141.26	11	54	9	3
335711	432721	2019	8	17	-1.111	-2145.53	11	54	11	3
335672	432661	2019	8	17	-0.994	-2149.2	11	54	13	3
335698	432656	2019	8	17	-1.192	-2151.65	11	54	23	3
335700	432724	2019	8	17	-1.06	-2148.85	11	54	24	3
335675	432712	2019	8	17	-1.231	-2152.21	11	54	31	3
335699	432693	2019	8	17	-1.115	-2141.77	11	54	41	3
335684	432684	2019	8	17	-1.149	-2156.12	11	54	49	3
335666	432678	2019	8	17	-0.683	-2147.79	11	54	51	3
335749	432545	2019	8	17	-1.206	-2170.69	11	54	54	3
335656	432705	2019	8	17	-1.282	-2152.37	11	54	55	3
335874	432668	2019	8	17	-1.078	-2092.41	11	54	58	3
335897	432666	2019	8	17	-1.628	-2068.11	11	55	0	3
335690	432700	2019	8	17	-0.945	-2149.83	11	55	6	3
335713	432673	2019	8	17	-1.335	-2158.18	11	55	7	3
335797	432908	2019	8	17	-0.535	-2147.93	11	55	10	3
335717	432739	2019	8	17	-1.119	-2105.8	11	55	21	3
335789	432956	2019	8	17	-0.561	-2160.63	11	55	22	3
335790	432976	2019	8	17	NaN	-2170.83	11	55	22	3
335677	432678	2019	8	17	-1.347	-2165.66	11	55	25	3
335877	432706	2019	8	17	-1.167	-2110.26	11	55	26	3
335626	432703	2019	8	17	-1.011	-2169.68	11	55	32	3
335703	432713	2019	8	17	-1.04	-2150.2	11	55	44	3
335797	432872	2019	8	17	-1.21	-2095.59	11	55	46	3
335675	432654	2019	8	17	-1.012	-2149.52	11	55	48	3
335861	432642	2019	8	17	-0.702	-2092.39	11	55	49	3
335892	432660	2019	8	17	-1.587	-2108.19	11	55	51	3
335805	432903	2019	8	17	-0.936	-2151.34	11	55	54	3
335869	432684	2019	8	17	-1.077	-2097.3	11	55	58	3
335877	432676	2019	8	17	-1.182	-2120.83	11	56	0	3
335641	432687	2019	8	17	-1.227	-2157.37	11	56	1	3
335879	432676	2019	8	17	-1.575	-2044.57	11	56	5	3
335822	432909	2019	8	17	-1.233	-2146.66	11	56	6	3
335706	432723	2019	8	17	-0.862	-2150.42	11	56	8	3
335675	432662	2019	8	17	-0.775	-2150.31	11	56	9	3
335793	432907	2019	8	17	-0.455	-2149.54	11	56	9	3
335710	432728	2019	8	17	-1.133	-2145.1	11	56	10	3
335720	432726	2019	8	17	-1.539	-2147.54	11	56	11	3
335684	432658	2019	8	17	-1.286	-2159.15	11	56	12	3
335704	432720	2019	8	17	-1.143	-2148.02	11	56	13	3
335982	432464	2019	8	17	-1.466	-2104.52	11	56	16	3
335698	432739	2019	8	17	-1.178	-2152.05	11	56	18	3
335763	432871	2019	8	17	-1.297	-2148.06	11	56	19	3
335809	432843	2019	8	17	-0.663	-2123.61	11	56	22	3
335674	432707	2019	8	17	-1.052	-2152.48	11	56	26	3
335637	432652	2019	8	17	-0.518	-2157.43	11	56	38	3
335892	432618	2019	8	17	-1.449	-2066.91	11	56	44	3
335878	432766	2019	8	17	-1.369	-2107.37	11	57	1	3
335962	432527	2019	8	17	-1.411	-2093.59	11	57	5	3
335883	432695	2019	8	17	-1.435	-2105.67	11	57	9	3
335826	432830	2019	8	17	-0.859	-2143.29	11	57	14	3
335687	432733	2019	8	17	-1.17	-2151.22	11	57	14	3
335629	432654	2019	8	17	-1.3	-2177.72	11	57	18	3
335986	432482	2019	8	17	-1.243	-2094.45	11	57	21	3
335705	432722	2019	8	17	-0.873	-2146.32	11	57	26	3
335685	432687	2019	8	17	-0.933	-2151.76	11	57	26	3
335883	432624	2019	8	17	-0.975	-2061.03	11	57	27	3
335886	432690	2019	8	17	-1.292	-2109.55	11	57	32	3
335738	432713	2019	8	17	-1.46	-2154.58	11	57	42	3
335856	432682	2019	8	17	-1.405	-2124.86	11	57	43	3
335699	432659	2019	8	17	-1.57	-2151.88	11	57	45	3
335755	433052	2019	8	17	-0.958	-2154.36	11	57	57	3
335697	432747	2019	8	17	-0.966	-2148.91	11	58	2	3
335682	432674	2019	8	17	-0.687	-2151.24	11	58	8	3
335634	432723	2019	8	17	-1.221	-2163.34	11	58	12	3
335680	432654	2019	8	17	-1.356	-2145.05	11	58	15	3
335651	432660	2019	8	17	-1.095	-2157.82	11	58	17	3
335702	432699	2019	8	17	-1.047	-2148.52	11	58	23	3
335880	432662	2019	8	17	-0.157	-2117.56	11	58	26	3
335869	432695	2019	8	17	-1.406	-2086.21	11	58	28	3
335665	432688	2019	8	17	-1.193	-2151.37	11	58	29	3
335897	432571	2019	8	17	-1.488	-2088.34	11	58	32	3
335857	432771	2019	8	17	-1.351	-2116.31	11	58	35	3
335810	432803	2019	8	17	-1.171	-2108.7	11	58	36	3
335888	432678	2019	8	17	-1.289	-2082.89	11	58	36	3
335883	432625	2019	8	17	-0.94	-2076.05	11	58	40	3
335806	432868	2019	8	17	-1.2	-2090.5	11	58	44	3
335874	432729	2019	8	17	-1.343	-2057.54	11	58	45	3
335739	432689	2019	8	17	-1.229	-2169.6	11	58	47	3
335767	432980	2019	8	17	-0.006	-2155.22	11	58	52	3
335712	432700	2019	8	17	-1.011	-2137.44	11	58	54	3
335822	432878	2019	8	17	-1.448	-2145.08	11	58	55	3
335724	432540	2019	8	17	-1.123	-2147.1	11	58	59	3
335791	432990	2019	8	17	-1.21	-2145.42	11	59	1	3
335666	432671	2019	8	17	-0.958	-2150.39	11	59	1	3
335798	432892	2019	8	17	-0.804	-2148.44	11	59	6	3
335814	432543	2019	8	17	-1.485	-2098.93	11	59	11	3
335699	432730	2019	8	17	-1.291	-2145.8	11	59	14	3
335854	432650	2019	8	17	-0.167	-2107.57	11	59	15	3
