-----------------------------------------------------------------------------------------
X	Y	year	month	day	Mag	Z(m)	hr	min	sec	stage
336090	432545	2019	8	23	-1.977	-2085.8	1	22	9	6
336121	432581	2019	8	23	-1.892	-2037.74	1	22	26	6
336111	432515	2019	8	23	-1.897	-2087.62	1	22	44	6
335949	432525	2019	8	23	-1.802	-2037.88	1	23	7	6
336090	432525	2019	8	23	-0.792	-2042.13	1	23	35	6
336128	432937	2019	8	23	-1.957	-2140.21	1	24	23	6
335829	432940	2019	8	23	-1.701	-2239.43	1	26	8	6
336044	432479	2019	8	23	-1.983	-2101.42	1	26	40	6
336057	432508	2019	8	23	-1.992	-2098.25	1	26	49	6
336112	432542	2019	8	23	-1.991	-2041.16	1	26	52	6
336074	432619	2019	8	23	-1.517	-2092.71	1	27	4	6
336072	432638	2019	8	23	-1.312	-2012.67	1	27	24	6
336103	432602	2019	8	23	-1.377	-2048.93	1	27	25	6
336107	432544	2019	8	23	-1.383	-2101.84	1	27	34	6
336073	432497	2019	8	23	-1.925	-2100.39	1	27	41	6
336094	432632	2019	8	23	-1.475	-2010.65	1	28	1	6
336065	432577	2019	8	23	-1.887	-2088.25	1	28	33	6
335969	432478	2019	8	23	-1.206	-2042.48	1	28	47	6
336052	432776	2019	8	23	-1.941	-2043.71	1	29	10	6
336105	432535	2019	8	23	-2.002	-2093.02	1	29	41	6
336126	432519	2019	8	23	-1.557	-2039.51	1	30	17	6
335942	432546	2019	8	23	-1.891	-2042.43	1	31	31	6
336108	432514	2019	8	23	-0.894	-2041.48	1	31	43	6
336110	432533	2019	8	23	-1.253	-2043.41	1	31	47	6
335940	432515	2019	8	23	-1.06	-2050.16	1	32	18	6
335939	432527	2019	8	23	-1.604	-2041.08	1	32	19	6
335949	432474	2019	8	23	-1.834	-2118.38	1	32	30	6
336059	432686	2019	8	23	-1.945	-2058.18	1	32	46	6
336035	432854	2019	8	23	-1.779	-2036.86	1	32	53	6
335944	432506	2019	8	23	-1.307	-2042.79	1	32	59	6
335995	432804	2019	8	23	-1.868	-2041.85	1	33	26	6
336018	432796	2019	8	23	-1.989	-2048.51	1	33	42	6
336045	432497	2019	8	23	-1.973	-2012.47	1	33	59	6
336102	432538	2019	8	23	-1.021	-2093.37	1	34	45	6
335834	432971	2019	8	23	-0.635	-2262.6	1	35	36	6
336106	432520	2019	8	23	-1.317	-2036.4	1	35	59	6
336017	432730	2019	8	23	-1.931	-2044.48	1	36	43	6
336070	432660	2019	8	23	-1.644	-2092.72	1	36	51	6
336034	432856	2019	8	23	-1.658	-2037.26	1	36	53	6
336104	432548	2019	8	23	-1.72	-2044.55	1	37	4	6
336057	432766	2019	8	23	-1.891	-2043.58	1	37	42	6
336069	432750	2019	8	23	-1.972	-2032.1	1	38	15	6
336027	432840	2019	8	23	-1.397	-2038.01	1	38	18	6
336019	432802	2019	8	23	-1.891	-2048.47	1	39	5	6
336117	432630	2019	8	23	-1.934	-2026.45	1	40	27	6
336023	432829	2019	8	23	-1.17	-2038.41	1	40	35	6
336033	432850	2019	8	23	-1.723	-2037.38	1	40	39	6
336058	432539	2019	8	23	-1.967	-2042.07	1	40	41	6
336067	432610	2019	8	23	-1.965	-2021.35	1	41	5	6
336099	432578	2019	8	23	-1.574	-2050.46	1	41	8	6
336104	432542	2019	8	23	-1.986	-2040.7	1	41	12	6
336034	432772	2019	8	23	-1.56	-2103.95	1	41	39	6
336029	432871	2019	8	23	-1.853	-2039.16	1	41	41	6
336009	432499	2019	8	23	-1.689	-2107.47	1	42	6	6
336025	432790	2019	8	23	-1.886	-2045.65	1	42	9	6
336044	432580	2019	8	23	-1.979	-2042.14	1	42	17	6
335946	432531	2019	8	23	-1.758	-2035.69	1	42	19	6
336029	432841	2019	8	23	-1.599	-2037.76	1	42	34	6
336050	432781	2019	8	23	-1.957	-2080.4	1	42	59	6
336112	432507	2019	8	23	-1.956	-2014.06	1	43	10	6
336082	432515	2019	8	23	-0.732	-2038.67	1	43	19	6
335971	432490	2019	8	23	-1.888	-2049.01	1	43	27	6
336103	432536	2019	8	23	-1.772	-2040.98	1	43	38	6
336030	432831	2019	8	23	-1.677	-2038.02	1	43	41	6
336145	432486	2019	8	23	-2.019	-2103.15	1	43	57	6
335937	432531	2019	8	23	-1.784	-2040.87	1	44	16	6
336071	432661	2019	8	23	-1.987	-2030.02	1	45	3	6
336089	432542	2019	8	23	-1.696	-2069.52	1	45	7	6
336115	432596	2019	8	23	-1.961	-2042.38	1	45	8	6
336021	432746	2019	8	23	-1.921	-2035.7	1	45	36	6
336020	432830	2019	8	23	-0.98	-2038.27	1	46	27	6
336034	432866	2019	8	23	-1.909	-2040.94	1	46	28	6
336039	432697	2019	8	23	-1.967	-2024.22	1	46	35	6
336028	432828	2019	8	23	-1.446	-2038.12	1	46	43	6
336027	432830	2019	8	23	-1.384	-2038.42	1	46	52	6
336012	432855	2019	8	23	-1.888	-2035.98	1	47	11	6
336030	432713	2019	8	23	-1.969	-2018.22	1	47	12	6
335862	432598	2019	8	23	-1.532	-2129.62	1	47	52	6
336046	432555	2019	8	23	-1.515	-2064.32	1	47	56	6
336070	432763	2019	8	23	-1.924	-2041.85	1	48	16	6
335915	432564	2019	8	23	-1.213	-2043.01	1	48	18	6
335919	432578	2019	8	23	-1.511	-2044.6	1	48	20	6
336091	432589	2019	8	23	-1.545	-2062.32	1	48	27	6
336103	432563	2019	8	23	-1.836	-2100.43	1	48	56	6
336089	432613	2019	8	23	-1.297	-2031.37	1	48	59	6
336030	432889	2019	8	23	-1.738	-2041.54	1	49	46	6
336024	432732	2019	8	23	-1.952	-2053.09	1	49	56	6
335999	432782	2019	8	23	-1.883	-2036.4	1	49	57	6
336098	432580	2019	8	23	-1.51	-2024.79	1	50	2	6
336034	432764	2019	8	23	-1.58	-2103.95	1	50	2	6
336065	432557	2019	8	23	-1.937	-2031.36	1	50	8	6
336060	432536	2019	8	23	-1.448	-2133.34	1	50	14	6
336034	432818	2019	8	23	-1.909	-2058.68	1	50	45	6
336108	432597	2019	8	23	-1.457	-2048.45	1	53	2	6
336045	432555	2019	8	23	-1.99	-2005.37	1	53	11	6
336096	432581	2019	8	23	-1.885	-2041.76	1	54	32	6
336114	432596	2019	8	23	-1.703	-2029.09	1	54	46	6
336030	432799	2019	8	23	-1.815	-2044.1	1	55	20	6
336095	432590	2019	8	23	-1.965	-2048.26	1	56	46	6
336025	432879	2019	8	23	-1.797	-2037.34	1	56	50	6
336105	432520	2019	8	23	-2.013	-2078.57	1	56	54	6
336038	432843	2019	8	23	-1.801	-2043.17	1	57	37	6
336008	432486	2019	8	23	-0.504	-2122.77	1	58	11	6
336060	432730	2019	8	23	-1.916	-2034.05	1	58	24	6
336043	432718	2019	8	23	-2.043	-2137.37	1	58	39	6
336031	432870	2019	8	23	-1.869	-2039.53	1	58	48	6
336054	432764	2019	8	23	-1.922	-2064.34	1	59	13	6
336129	432556	2019	8	23	-0.53	-2042.78	1	59	35	6
335941	432561	2019	8	23	-1.863	-2111.26	1	59	43	6
336116	432606	2019	8	23	-1.918	-2032.17	1	59	49	6
336010	432803	2019	8	23	-1.917	-2031.84	1	59	53	6
336099	432639	2019	8	23	-1.69	-2020.07	2	0	18	6
335958	432473	2019	8	23	-1.917	-2036.61	2	0	20	6
336027	432821	2019	8	23	-1.48	-2040.36	2	0	40	6
336053	432749	2019	8	23	-1.625	-2038.57	2	0	50	6
336129	432602	2019	8	23	-1.565	-2045.18	2	0	57	6
336061	432753	2019	8	23	-1.941	-2031.09	2	1	27	6
336033	432589	2019	8	23	-1.994	-2019.73	2	2	0	6
336057	432627	2019	8	23	-1.668	-2040.65	2	2	28	6
336105	432640	2019	8	23	-1.961	-2016.1	2	2	42	6
335741	432401	2019	8	23	-1.712	-2087.77	2	3	2	6
335984	432642	2019	8	23	-1.819	-2034.62	2	3	6	6
336060	432641	2019	8	23	-1.923	-2041.98	2	3	8	6
336034	432851	2019	8	23	-1.867	-2044.92	2	3	29	6
336034	432845	2019	8	23	-1.937	-2062.15	2	4	17	6
336028	432819	2019	8	23	-1.615	-2047.36	2	4	59	6
336063	432756	2019	8	23	-1.945	-2037.35	2	5	8	6
335965	432458	2019	8	23	-0.413	-2049.72	2	5	30	6
336096	432648	2019	8	23	-1.901	-2032.99	2	5	48	6
336046	432754	2019	8	23	-1.862	-2040.08	2	5	51	6
336039	432839	2019	8	23	-1.924	-2045.09	2	5	58	6
336058	432803	2019	8	23	-2.019	-2048.23	2	6	1	6
336100	432539	2019	8	23	-0.858	-2102.57	2	6	12	6
335982	432520	2019	8	23	-1.069	-2116.26	2	6	13	6
335959	432459	2019	8	23	-1.902	-2103.74	2	6	16	6
335966	432505	2019	8	23	-1.691	-2040.09	2	6	29	6
335977	432467	2019	8	23	-1.463	-2038.32	2	6	30	6
336070	432606	2019	8	23	-0.9	-2074.08	2	6	44	6
336081	432643	2019	8	23	-1.989	-2009.95	2	7	47	6
336085	432511	2019	8	23	-1.971	-2111.03	2	8	47	6
336045	432665	2019	8	23	-1.936	-2034.25	2	9	12	6
336064	432745	2019	8	23	-2.026	-2021.3	2	9	27	6
336026	432854	2019	8	23	-1.8	-2041.89	2	9	37	6
335967	432478	2019	8	23	-1.259	-2041.6	2	10	34	6
336085	432854	2019	8	23	-2.101	-1984.61	2	10	42	6
336029	432839	2019	8	23	-1.505	-2038.21	2	11	40	6
336064	432753	2019	8	23	-1.972	-2094.11	2	12	50	6
335928	432527	2019	8	23	-1.127	-2050.03	2	12	51	6
336059	432839	2019	8	23	-1.963	-2138.78	2	13	27	6
336117	432315	2019	8	23	-1.159	-2238.5	2	13	58	6
336048	432720	2019	8	23	-1.969	-2080.25	2	14	0	6
336120	432532	2019	8	23	-1.214	-2046.97	2	14	2	6
336049	432632	2019	8	23	-1.513	-2067.34	2	14	26	6
336066	432809	2019	8	23	-1.988	-2057.66	2	14	55	6
336018	432794	2019	8	23	-1.917	-2050.46	2	15	12	6
336020	432817	2019	8	23	-1.933	-2037.12	2	15	13	6
336091	432621	2019	8	23	-1.703	-2051.46	2	15	39	6
336071	432576	2019	8	23	-2.032	-2005.98	2	16	16	6
336166	432543	2019	8	23	-1.99	-2036.05	2	16	28	6
335929	432550	2019	8	23	-1.83	-2038.72	2	18	16	6
336040	432786	2019	8	23	-1.946	-2049.34	2	18	20	6
336081	432630	2019	8	23	-1.235	-2086.56	2	19	23	6
336104	432658	2019	8	23	-1.683	-2098.91	2	19	43	6
336021	432750	2019	8	23	-1.885	-2041.16	2	20	39	6
336092	432597	2019	8	23	-2.064	-2013.01	2	21	41	6
336000	432827	2019	8	23	-1.38	-2063.15	2	21	44	6
335966	432501	2019	8	23	-1.686	-2038.08	2	21	55	6
335950	432514	2019	8	23	-1.584	-2038.35	2	22	14	6
335923	432509	2019	8	23	0.5104	-2068.09	2	22	21	6
336023	432844	2019	8	23	-1.431	-2042.48	2	22	32	6
336061	432616	2019	8	23	-1.422	-2043.46	2	22	39	6
336078	432628	2019	8	23	-1.419	-2035.41	2	22	52	6
335928	432571	2019	8	23	-1.83	-2090.2	2	23	18	6
336047	432512	2019	8	23	-0.865	-2112.96	2	23	39	6
336120	432541	2019	8	23	-1.13	-2031.11	2	23	49	6
336123	432544	2019	8	23	-1.321	-2032.75	2	24	1	6
336016	432530	2019	8	23	-1.601	-2105.52	2	24	23	6
336073	432566	2019	8	23	-1.877	-2039.27	2	24	26	6
336007	432772	2019	8	23	-1.867	-2055.5	2	24	40	6
336110	432608	2019	8	23	-1.8	-2041.69	2	24	54	6
335936	432542	2019	8	23	-1.555	-2041.65	2	26	6	6
335945	432511	2019	8	23	-1.683	-2040.21	2	26	51	6
336127	432543	2019	8	23	-1.525	-2035.73	2	27	36	6
336031	432845	2019	8	23	-1.473	-2037.68	2	28	5	6
336124	432542	2019	8	23	-1.417	-2030.29	2	28	19	6
335973	432814	2019	8	23	-1.717	-2051.02	2	28	58	6
336139	432509	2019	8	23	-1.274	-2038.2	2	29	24	6
335963	432479	2019	8	23	-1.538	-2039.27	2	29	27	6
335954	432518	2019	8	23	-1.862	-2037.11	2	29	27	6
336050	432562	2019	8	23	-1.89	-2059.47	2	30	4	6
336083	432536	2019	8	23	-1.7	-2108.67	2	30	11	6
336069	432565	2019	8	23	-1.928	-2033.03	2	30	35	6
336061	432763	2019	8	23	-1.913	-2038.41	2	30	42	6
335929	432551	2019	8	23	-1.843	-2021.72	2	30	51	6
336087	432502	2019	8	23	-1.901	-2094.66	2	31	7	6
336066	432611	2019	8	23	-1.382	-2101.63	2	31	9	6
336066	432630	2019	8	23	-1.351	-2025.09	2	31	13	6
336060	432763	2019	8	23	-1.831	-2027.44	2	31	34	6
336061	432634	2019	8	23	-1.961	-2078.06	2	32	23	6
335943	432492	2019	8	23	-1.761	-2037.27	2	32	28	6
336095	432655	2019	8	23	-1.931	-2031.14	2	32	30	6
336056	432656	2019	8	23	-2.003	-2026.53	2	33	21	6
336054	432631	2019	8	23	-1.169	-2052.8	2	33	23	6
336022	432843	2019	8	23	-1.635	-2050.9	2	33	33	6
336097	432583	2019	8	23	-1.79	-2023.38	2	34	3	6
336019	432819	2019	8	23	-1.841	-2045.7	2	34	21	6
336080	432534	2019	8	23	-1.839	-2047.51	2	35	16	6
336080	432637	2019	8	23	-1.825	-2054.62	2	35	18	6
336015	432487	2019	8	23	-1.919	-2106.43	2	35	37	6
336057	432457	2019	8	23	-1.974	-2041.54	2	36	20	6
336100	432586	2019	8	23	-1.323	-2042.51	2	36	21	6
336025	432839	2019	8	23	-1.982	-2035.23	2	36	25	6
336024	432833	2019	8	23	-1.592	-2038	2	36	26	6
336129	432544	2019	8	23	-2.018	-2058.42	2	36	49	6
335967	432516	2019	8	23	-1.358	-2108.75	2	38	1	6
336030	432754	2019	8	23	-1.366	-2067.07	2	38	57	6
336086	432625	2019	8	23	-2	-2087.09	2	39	9	6
335961	432496	2019	8	23	-1.555	-2037.82	2	39	19	6
336030	432717	2019	8	23	-1.942	-2049.47	2	39	24	6
336104	432529	2019	8	23	-1.411	-2075.29	2	39	29	6
336057	432576	2019	8	23	-1.892	-2029.2	2	40	7	6
335808	432766	2019	8	23	-1.692	-2125.83	2	40	36	6
336231	432759	2019	8	23	-2.165	-2111.3	2	40	36	6
336073	432934	2019	8	23	-1.693	-2147.66	2	40	56	6
336047	432555	2019	8	23	-1.933	-2101.36	2	40	57	6
336030	432824	2019	8	23	-1.916	-2046.83	2	41	12	6
336134	432529	2019	8	23	-1.229	-2079.74	2	42	5	6
336013	432723	2019	8	23	-1.738	-2041.05	2	43	7	6
335950	432498	2019	8	23	-1.237	-2039.86	2	43	7	6
336034	432843	2019	8	23	-1.788	-2042.64	2	43	18	6
336037	432746	2019	8	23	-1.859	-2044.65	2	43	23	6
336025	432841	2019	8	23	-1.726	-2036.94	2	44	17	6
336020	432766	2019	8	23	-1.826	-2032.16	2	44	50	6
336029	432849	2019	8	23	-1.892	-2041.14	2	45	6	6
336091	432569	2019	8	23	-1.91	-2046.02	2	45	16	6
336062	432549	2019	8	23	-1.945	-2042.94	2	45	45	6
336111	432514	2019	8	23	-1.071	-2044.31	2	46	11	6
336068	432567	2019	8	23	-1.812	-2032.49	2	47	11	6
336055	432771	2019	8	23	-1.806	-2050.35	2	47	48	6
336067	432489	2019	8	23	-1.87	-2109.61	2	48	11	6
336086	432738	2019	8	23	-1.803	-2024.32	2	48	12	6
336159	432556	2019	8	23	-2.021	-2058.26	2	48	21	6
335715	432833	2019	8	23	-1.555	-2194.63	2	48	44	6
336057	432734	2019	8	23	-1.669	-2009.28	2	49	4	6
336035	432838	2019	8	23	-1.889	-2049.49	2	49	33	6
336061	432648	2019	8	23	-1.062	-2024.69	2	49	38	6
336030	432833	2019	8	23	-1.61	-2038.52	2	52	23	6
336023	432815	2019	8	23	-1.895	-2041.12	2	53	30	6
336030	432753	2019	8	23	-1.224	-2071.63	2	53	51	6
336052	432790	2019	8	23	-1.779	-2064.71	2	53	56	6
336077	432629	2019	8	23	-1.62	-2037.53	2	54	6	6
335969	432491	2019	8	23	-0.507	-2110.95	2	54	29	6
336087	432678	2019	8	23	-2.128	-2097.12	2	54	33	6
336024	432749	2019	8	23	-1.897	-2051.53	2	54	54	6
335950	432504	2019	8	23	-1.376	-2039.14	2	55	12	6
336015	432865	2019	8	23	-1.822	-2039.1	2	55	20	6
336021	432684	2019	8	23	-1.961	-2001.46	2	55	24	6
336044	432664	2019	8	23	-2.013	-2023.9	2	55	28	6
336078	432675	2019	8	23	-1.852	-2004	2	55	29	6
336075	432764	2019	8	23	-1.985	-2026.8	2	55	38	6
336025	432896	2019	8	23	-1.876	-2065.3	2	56	3	6
335944	432511	2019	8	23	-1.247	-2042.75	2	56	6	6
336073	432737	2019	8	23	-1.908	-2013.94	2	56	7	6
335939	432510	2019	8	23	-1.084	-2042.67	2	57	6	6
336092	432565	2019	8	23	-1.946	-2103.61	2	57	23	6
336082	432660	2019	8	23	-1.91	-2038.04	2	57	28	6
336100	432495	2019	8	23	-1.884	-2059.14	2	57	55	6
336101	432552	2019	8	23	-1.916	-2101.4	2	57	57	6
336012	432815	2019	8	23	-1.518	-2061.18	2	58	17	6
336032	432729	2019	8	23	-1.995	-2058.66	2	58	19	6
336088	432684	2019	8	23	-1.952	-2088.48	2	59	4	6
336046	432766	2019	8	23	-1.876	-2046.7	2	59	11	6
336029	432836	2019	8	23	-1.567	-2041.03	2	59	55	6
336040	432872	2019	8	23	-1.878	-2040.59	3	0	0	6
336070	432505	2019	8	23	-1.875	-2036.66	3	0	28	6
335864	432496	2019	8	23	-1.83	-2111.6	3	0	53	6
336041	432798	2019	8	23	-1.974	-2058.39	3	1	0	6
336016	432532	2019	8	23	-1.55	-2007.94	3	1	13	6
336007	432494	2019	8	23	-1.85	-2106.89	3	2	13	6
336048	432704	2019	8	23	-1.998	-2048.71	3	2	18	6
335997	432867	2019	8	23	-1.799	-2063.45	3	2	52	6
336082	432654	2019	8	23	-1.676	-2084.27	3	3	16	6
336021	432651	2019	8	23	-2.032	-2041.71	3	3	17	6
336136	432578	2019	8	23	-1.946	-2022.16	3	3	19	6
336057	432694	2019	8	23	-2.016	-2005.78	3	3	22	6
336058	432553	2019	8	23	-1.866	-2014.06	3	3	23	6
336065	432629	2019	8	23	-1.564	-2011.61	3	3	27	6
336018	432866	2019	8	23	-1.915	-2089.37	3	3	54	6
336035	432860	2019	8	23	-1.854	-2036.58	3	4	9	6
336062	432680	2019	8	23	-1.963	-2033.95	3	4	18	6
336115	432527	2019	8	23	-0.69	-2097.61	3	5	4	6
336084	432719	2019	8	23	-1.649	-2026.15	3	7	9	6
336030	432847	2019	8	23	-1.621	-2037.84	3	8	20	6
336027	432852	2019	8	23	-1.874	-2072.76	3	8	31	6
336029	432846	2019	8	23	-1.922	-2040.84	3	8	46	6
335828	432957	2019	8	23	-1.702	-2275.35	3	9	1	6
336049	432689	2019	8	23	-1.988	-2014.51	3	9	5	6
336051	432690	2019	8	23	-1.988	-2033.37	3	10	46	6
336107	432666	2019	8	23	-1.996	-2088	3	11	53	6
336026	432844	2019	8	23	-1.449	-2040.07	3	13	23	6
336095	432582	2019	8	23	-1.946	-2007.58	3	13	29	6
336085	432941	2019	8	23	-1.883	-2150.61	3	14	6	6
335978	432850	2019	8	23	-1.925	-2059.34	3	16	8	6
336040	432911	2019	8	23	-1.889	-2060.18	3	17	37	6
336067	432615	2019	8	23	-1.74	-2044.21	3	17	41	6
336030	432858	2019	8	23	-1.909	-2038.14	3	17	59	6
336079	432473	2019	8	23	-1.94	-2100.31	3	18	14	6
336102	432528	2019	8	23	-1.799	-2063.28	3	18	17	6
335934	432544	2019	8	23	-1.731	-2039.84	3	18	58	6
336054	432796	2019	8	23	-1.441	-2084.93	3	19	22	6
336060	432717	2019	8	23	-1.983	-2016.61	3	19	44	6
336034	432883	2019	8	23	-1.862	-2052	3	21	24	6
336080	432625	2019	8	23	-1.951	-1996.74	3	21	27	6
336027	432802	2019	8	23	-1.859	-2058.52	3	22	16	6
336064	432726	2019	8	23	-1.99	-2023.17	3	22	35	6
336025	432838	2019	8	23	-1.615	-2040.7	3	23	1	6
336102	432541	2019	8	23	-1.346	-2084.12	3	23	4	6
336065	432718	2019	8	23	-2.049	-1994.23	3	23	10	6
336063	432549	2019	8	23	-2.016	-2028.75	3	23	26	6
335927	432577	2019	8	23	-1.853	-2042.1	3	24	2	6
336053	432769	2019	8	23	-1.921	-2045	3	24	10	6
336030	432749	2019	8	23	-1.178	-2080.52	3	25	5	6
336077	432565	2019	8	23	-1.964	-2041.28	3	25	25	6
336106	432554	2019	8	23	-2.002	-2042.6	3	26	1	6
335829	432947	2019	8	23	-0.711	-2263.28	3	26	16	6
336059	432630	2019	8	23	-1.864	-2041.75	3	26	30	6
336097	432536	2019	8	23	-1.801	-2035.24	3	27	11	6
336086	432705	2019	8	23	-1.899	-1994.78	3	27	24	6
335995	432839	2019	8	23	-1.31	-2067.49	3	28	19	6
336055	432632	2019	8	23	-1.685	-2041.43	3	28	45	6
336094	432548	2019	8	23	-0.854	-2032.23	3	29	3	6
336064	432637	2019	8	23	-1.876	-2050.91	3	29	26	6
336088	432544	2019	8	23	-1.767	-2034.53	3	30	10	6
336041	432818	2019	8	23	-1.996	-2038.99	3	30	15	6
335960	432483	2019	8	23	-1.2	-2040.51	3	30	32	6
335965	432491	2019	8	23	-1.484	-2039.56	3	30	33	6
336031	432820	2019	8	23	-1.641	-2050.15	3	30	47	6
335966	432483	2019	8	23	-1.762	-2035.55	3	31	39	6
336078	432573	2019	8	23	-1.965	-2027.05	3	31	48	6
335739	432790	2019	8	23	-1.3	-2241.85	3	32	4	6
336073	432613	2019	8	23	-1.216	-2060.93	3	32	6	6
336124	432562	2019	8	23	-1.533	-2045.87	3	32	19	6
336040	432810	2019	8	23	-1.794	-2044.14	3	33	11	6
336078	432535	2019	8	23	-1.905	-2048.55	3	33	21	6
336084	432514	2019	8	23	-1.423	-2048.17	3	33	29	6
336046	432800	2019	8	23	-1.831	-2051.2	3	33	44	6
336019	432810	2019	8	23	-1.867	-2042.07	3	34	22	6
336076	432575	2019	8	23	-1.846	-2036.7	3	34	42	6
336055	432660	2019	8	23	-1.92	-2088.41	3	34	45	6
336016	432775	2019	8	23	-1.983	-2062.34	3	35	6	6
335980	432528	2019	8	23	-1.765	-2104.61	3	35	10	6
336107	432518	2019	8	23	0.5755	-2046.85	3	35	55	6
336036	432533	2019	8	23	-1.8	-2022.61	3	36	6	6
336064	432666	2019	8	23	-1.99	-2061.87	3	36	8	6
336098	432653	2019	8	23	-1.844	-2022.39	3	36	11	6
336095	432646	2019	8	23	-1.632	-2030.47	3	36	33	6
336085	432658	2019	8	23	-1.739	-2058.91	3	36	58	6
336081	432528	2019	8	23	-1.917	-2030.66	3	38	9	6
336016	432481	2019	8	23	-1.869	-2118.41	3	38	16	6
336031	432735	2019	8	23	-1.92	-2042.87	3	38	19	6
336087	432545	2019	8	23	-1.845	-2116.97	3	38	37	6
336058	432546	2019	8	23	-1.705	-2033.53	3	38	51	6
336105	432479	2019	8	23	-1.93	-1988.04	3	38	54	6
336023	432863	2019	8	23	-1.83	-2041.35	3	39	25	6
336094	432645	2019	8	23	-1.813	-2098.68	3	39	27	6
336038	432817	2019	8	23	-1.805	-2043.41	3	40	29	6
336007	432733	2019	8	23	-1.933	-2019.38	3	40	39	6
336027	432890	2019	8	23	-1.698	-2046.19	3	41	20	6
336058	432693	2019	8	23	-1.973	-2002.97	3	42	11	6
336007	432534	2019	8	23	-1.621	-2113.9	3	42	36	6
335979	432464	2019	8	23	-1.976	-2122.73	3	42	51	6
336059	432672	2019	8	23	-2.054	-2018.5	3	43	37	6
336027	432813	2019	8	23	-1.911	-2042.54	3	44	42	6
336154	432551	2019	8	23	-2.058	-2098.78	3	44	51	6
336102	432565	2019	8	23	-1.841	-2016.08	3	44	58	6
335736	432779	2019	8	23	-1.709	-2176.19	3	45	14	6
336076	432603	2019	8	23	-1.819	-2076.58	3	46	0	6
336050	432722	2019	8	23	-2.002	-2058.42	3	46	42	6
336104	432609	2019	8	23	-1.454	-2047.07	3	47	11	6
336046	432579	2019	8	23	-1.92	-2043.86	3	47	19	6
336118	432534	2019	8	23	-1.481	-2093.17	3	48	43	6
336029	432824	2019	8	23	-1.469	-2042.95	3	48	52	6
336093	432560	2019	8	23	-2.129	-2090.1	3	50	4	6
336074	432574	2019	8	23	-1.871	-2116.83	3	50	45	6
336134	432469	2019	8	23	-2.04	-2107.1	3	50	48	6
336032	432835	2019	8	23	-1.667	-2054.41	3	51	41	6
336055	432749	2019	8	23	-1.879	-2028.47	3	52	18	6
336058	432554	2019	8	23	-1.994	-2086.4	3	52	27	6
335829	432962	2019	8	23	-0.703	-2243	3	52	34	6
336024	432879	2019	8	23	-1.697	-2037.88	3	53	1	6
336083	432691	2019	8	23	-1.646	-1985.51	3	55	41	6
336078	432540	2019	8	23	-2.044	-2035.56	3	56	7	6
336029	432721	2019	8	23	-1.896	-2036.99	3	56	8	6
336026	432805	2019	8	23	-1.942	-2058.41	3	56	20	6
336098	432702	2019	8	23	-1.513	-1996.73	3	56	21	6
336106	432677	2019	8	23	-1.821	-2006.46	3	56	22	6
336094	432697	2019	8	23	-1.928	-2012.85	3	56	26	6
336027	432800	2019	8	23	-1.924	-2029.79	3	56	53	6
335956	432427	2019	8	23	-1.842	-2042.47	3	57	50	6
335995	432529	2019	8	23	-1.933	-2101.57	3	58	33	6
336059	432738	2019	8	23	-2.009	-2102.06	3	59	55	6
336071	432677	2019	8	23	-1.792	-2087.16	4	0	15	6
336029	432775	2019	8	23	-1.955	-2081.23	4	0	17	6
336034	432884	2019	8	23	-1.878	-2036.75	4	0	25	6
336063	432934	2019	8	23	-1.173	-2148.79	4	0	51	6
336060	432524	2019	8	23	-1.925	-2086.43	4	1	4	6
335864	432671	2019	8	23	-1.478	-2096.39	4	1	51	6
336092	432662	2019	8	23	-2.043	-1995.95	4	1	52	6
336043	432781	2019	8	23	-1.346	-2043.7	4	2	26	6
336155	432580	2019	8	23	-1.959	-2033.93	4	5	53	6
336003	432842	2019	8	23	-1.846	-2044.85	4	6	53	6
336023	432830	2019	8	23	-1.956	-2041.55	4	7	23	6
335958	432524	2019	8	23	-1.855	-2122.44	4	7	31	6
335711	432634	2019	8	23	-1.688	-2172.58	4	7	34	6
336014	432850	2019	8	23	-1.841	-2037.91	4	7	37	6
336059	432761	2019	8	23	-1.968	-2094.67	4	7	44	6
335995	432757	2019	8	23	-1.856	-2021.97	4	8	0	6
336038	432796	2019	8	23	-1.795	-2066.84	4	8	34	6
336026	432825	2019	8	23	-1.941	-2054.82	4	8	59	6
336037	432819	2019	8	23	-2.055	-2026.29	4	8	59	6
336076	432650	2019	8	23	-1.691	-2101.64	4	9	11	6
336066	432791	2019	8	23	-2.056	-2091.82	4	9	42	6
336014	432496	2019	8	23	-1.957	-2082.81	4	9	49	6
336027	432767	2019	8	23	-1.538	-2101.02	4	10	6	6
336015	432873	2019	8	23	-1.621	-2046.51	4	10	39	6
336067	432605	2019	8	23	-1.828	-2001.84	4	11	36	6
336023	432874	2019	8	23	-1.939	-2054.22	4	11	49	6
336033	432823	2019	8	23	-1.847	-2038.2	4	12	9	6
335551	432754	2019	8	23	-1.428	-2232.86	4	13	20	6
336064	432883	2019	8	23	-1.97	-2034.99	4	13	23	6
336042	432518	2019	8	23	-1.453	-2011.55	4	13	26	6
336104	432576	2019	8	23	-1.85	-2045.7	4	14	5	6
335933	432515	2019	8	23	-1.816	-2059.34	4	14	11	6
336083	432643	2019	8	23	-1.886	-2016.19	4	14	19	6
336043	432812	2019	8	23	-1.789	-2067.75	4	14	50	6
336036	432529	2019	8	23	-1.529	-2121.68	4	15	7	6
