     39       21 910.9950 5.373 0.000 102.273 29.196
     40     1939 915.5360 4.748 0.000 102.853 23.329
     41        1 916.0820 4.966 -3000.000 102.278 29.277
     42       21 920.6680 5.011 0.000 102.273 29.196
     43     1932 920.6930 4.746 0.000 102.862 23.355
     44       23 921.0460 4.719 -6000.000 102.273 29.196
     45     2226 932.8130 4.746 0.000 102.744 27.048
     46     1939 933.9740 4.748 0.000 102.853 23.329
     47     1274 934.3760 4.749 0.000 103.268 25.860
     48       14 937.9360 5.162 0.000 102.275 29.223
     49     1932 938.6850 4.746 0.000 102.862 23.355
     50        2 940.0360 4.976 -6000.000 102.278 29.277
     51       14 942.9730 4.754 0.000 102.275 29.223
     52       15 945.4630 5.148 -3000.000 102.275 29.223
     53     1988 946.7620 4.750 0.000 102.271 27.864
     54      308 946.9100 5.005 0.000 102.204 28.090
     55       28 948.1830 4.754 0.000 102.272 29.169
     56     1939 952.4110 4.748 0.000 102.853 23.329
     57       21 954.5910 4.753 0.000 102.273 29.196
     58       15 956.1830 4.721 -3000.000 102.275 29.223
     59     1932 956.6760 4.746 0.000 102.862 23.355
     60       35 958.2000 5.872 0.000 102.270 29.142
     61     1274 963.9790 5.385 0.000 103.268 25.860
     62        3 969.1030 4.720 -9000.000 102.278 29.277
     63       28 970.6420 4.754 0.000 102.272 29.169
     64     1939 970.8490 4.748 0.000 102.853 23.329
     65     1933 971.3640 4.713 -3000.000 102.862 23.355
     66     1932 972.0630 4.746 0.000 102.862 23.355
     67     1940 975.3050 4.715 -3000.000 102.853 23.329
     68      308 978.4420 4.755 0.000 102.204 28.090
     69        7 982.0640 4.745 0.000 102.276 29.250
     70     1939 985.6300 4.748 0.000 102.853 23.329
     71     2226 987.4470 4.746 0.000 102.744 27.048
     72     1932 989.0960 4.983 0.000 102.862 23.355
     73     1940 992.3450 4.715 -3000.000 102.853 23.329
     74     1274 993.5810 4.749 0.000 103.268 25.860
     75       21 994.2040 5.362 0.000 102.273 29.196
     76     1995 994.3690 5.006 0.000 102.283 27.840
     77     1946 999.5940 5.159 0.000 102.844 23.304
     78       15 1004.3200 5.809 -3000.000 102.275 29.223
     79      315 1006.5300 5.378 0.000 102.209 28.064
     80     1267 1015.6400 5.005 0.000 103.256 25.885
     81      308 1015.6600 4.755 0.000 102.204 28.090
     82     1940 1015.8600 5.274 -3000.000 102.853 23.329
     83        3 1018.6300 4.720 -9000.000 102.278 29.277
     84     1932 1023.6100 4.746 0.000 102.862 23.355
     85     1940 1024.7900 4.715 -3000.000 102.853 23.329
     86       15 1029.1800 5.433 -3000.000 102.275 29.223
     87     1995 1030.1100 4.988 0.000 102.283 27.840
     88       49 1031.8000 5.010 0.000 102.267 29.088
     89     1939 1033.2100 4.748 0.000 102.853 23.329
     90     1267 1035.9900 4.750 0.000 103.256 25.885
     91        2 1037.4000 4.720 -6000.000 102.278 29.277
     92       22 1039.7100 5.268 -3000.000 102.273 29.196
     93     1932 1040.6400 5.000 0.000 102.862 23.355
     94     2226 1042.0800 4.746 0.000 102.744 27.048
     95      315 1043.9500 4.746 0.000 102.209 28.064
     96     1933 1044.8200 4.969 -3000.000 102.862 23.355
     97     1939 1046.1400 5.179 0.000 102.853 23.329
     98     1939 1047.1200 4.748 0.000 102.853 23.329
     99     1274 1048.9900 4.749 0.000 103.268 25.860
    100        0 1049.4700 5.005 0.000 102.278 29.277
    101     1988 1051.4000 4.750 0.000 102.271 27.864
    102       36 1052.0600 4.705 -3000.000 102.270 29.142
    103      308 1052.8900 4.755 0.000 102.204 28.090
    104     1918 1053.1900 4.746 0.000 102.881 23.406
    105     2219 1054.8000 4.749 0.000 102.728 27.071
    106       22 1055.8000 4.720 -3000.000 102.273 29.196
    107     1933 1056.5400 4.713 -3000.000 102.862 23.355
    108     1267 1060.0800 4.750 0.000 103.256 25.885
    109       14 1061.2400 5.262 0.000 102.275 29.223
    110     1925 1062.5400 4.745 0.000 102.872 23.381
    111       31 1062.8100 4.720 -9000.000 102.272 29.169
    112       23 1065.0400 4.719 -6000.000 102.273 29.196
    113       29 1065.5000 6.005 -3000.000 102.272 29.169
    114     1940 1070.3800 5.671 -3000.000 102.853 23.329
    115     1274 1070.5400 4.986 0.000 103.268 25.860
    116     1995 1073.0400 4.747 0.000 102.283 27.840
    117      994 1076.5700 4.744 0.000 102.863 26.873
    118     1932 1078.4400 5.004 0.000 102.862 23.355
    119      315 1081.3500 4.746 0.000 102.209 28.064
    120     2226 1081.7200 4.746 0.000 102.744 27.048
    121       16 1083.1100 5.569 -6000.000 102.275 29.223
