t,Magnitude,Latitude,Longitude,Depth,dt
285.601,4.72,27.983,102.224,-15000.0,0.6800000000000068
286.281,5.116,23.278,102.834,-18000.0,0.5779999999999745
286.859,4.72,29.277,102.278,-9000.0,0.5480000000000018
287.407,4.72,29.223,102.275,-18000.0,0.8969999999999914
288.304,4.701,23.252,102.825,-6000.0,0.160000000000025
288.464,4.7,23.252,102.825,-15000.0,0.16599999999999682
288.63,4.717,29.277,102.278,-3000.0,0.09399999999999409
288.724,4.72,29.277,102.278,-6000.0,0.05400000000003047
288.778,4.702,26.943,102.816,-18000.0,0.09799999999995634
288.876,4.743,23.252,102.825,0.0,0.313000000000045
289.189,4.714,23.278,102.834,-18000.0,0.1409999999999627
289.33,4.75,29.277,102.278,0.0,0.10099999999999909
289.431,4.716,29.277,102.278,-18000.0,0.26400000000001
289.695,4.701,23.252,102.825,-9000.0,0.228999999999985
289.924,4.716,29.277,102.278,-9000.0,0.132000000000005
290.056,4.72,27.983,102.224,-18000.0,0.7450000000000045
290.801,4.716,29.277,102.278,-15000.0,0.07999999999998408
290.881,4.701,23.252,102.825,-3000.0,0.36800000000005184
291.249,4.72,29.277,102.278,-12000.0,0.42399999999997817
291.673,4.716,29.277,102.278,-6000.0,0.026999999999986812
291.7,4.961,27.938,102.232,-18000.0,0.3100000000000023
292.01,5.253,29.277,102.278,-18000.0,0.6000000000000227
292.61,4.701,23.252,102.825,-12000.0,0.5729999999999791
293.183,4.991,29.277,102.278,0.0,0.17000000000001592
293.353,4.956,23.252,102.825,-18000.0,0.4159999999999968
293.769,4.701,23.252,102.825,-6000.0,0.7529999999999859
294.522,4.72,29.277,102.278,-18000.0,0.6270000000000095
295.149,4.701,23.252,102.825,-9000.0,0.257000000000005
295.406,4.743,23.252,102.825,0.0,0.07699999999999818
295.483,4.72,29.277,102.278,-9000.0,0.25499999999999545
295.738,5.118,23.304,102.844,-18000.0,0.3949999999999818
296.133,4.702,26.943,102.816,-18000.0,0.033999999999991815
296.167,4.716,29.277,102.278,-12000.0,0.08000000000004093
296.247,4.701,23.252,102.825,-3000.0,0.06799999999998363
296.315,4.72,29.223,102.275,-18000.0,0.8550000000000182
297.17,4.72,29.277,102.278,-6000.0,0.3299999999999841
297.5,4.701,23.252,102.825,-12000.0,0.8629999999999995
298.363,4.717,29.277,102.278,-3000.0,0.27600000000001046
298.639,4.716,29.277,102.278,-9000.0,0.11599999999998545
298.755,4.72,29.277,102.278,-12000.0,0.4959999999999809
299.251,4.701,23.252,102.825,-6000.0,0.040000000000020464
299.291,5.413,27.983,102.224,-15000.0,0.016999999999995907
299.308,4.75,29.277,102.278,0.0,0.43600000000003547
299.744,4.72,29.277,102.278,-15000.0,0.2449999999999477
299.989,4.72,29.277,102.278,-18000.0,0.17700000000002092
300.166,4.705,26.979,102.791,-18000.0,0.20900000000000318
300.375,4.716,29.277,102.278,-6000.0,0.14800000000002456
300.523,4.7,23.252,102.825,-15000.0,0.05099999999998772
300.574,4.701,23.252,102.825,-9000.0,1.3139999999999645
301.888,5.117,23.304,102.844,-18000.0,0.05200000000002092
301.94,4.975,23.252,102.825,0.0,0.06200000000001182
302.002,4.703,29.25,102.276,-18000.0,0.7400000000000091
302.742,4.754,29.277,102.278,0.0,0.04800000000000182
302.79,4.701,23.252,102.825,-12000.0,0.03499999999996817
302.825,4.716,29.277,102.278,-18000.0,0.46699999999998454
303.292,4.702,26.943,102.816,-18000.0,0.8420000000000414
304.134,4.72,29.277,102.278,-9000.0,0.20400000000000773
304.338,4.701,23.252,102.825,-6000.0,0.060000000000002274
304.398,4.717,29.277,102.278,-3000.0,0.11099999999999
304.509,4.716,29.277,102.278,-15000.0,0.20900000000000318
304.718,4.7,23.252,102.825,-15000.0,0.02600000000001046
304.744,4.72,29.277,102.278,-12000.0,1.2379999999999995
305.982,4.701,23.252,102.825,-9000.0,0.35599999999999454
306.338,4.699,25.833,103.267,-18000.0,0.053999999999973625
306.392,4.72,29.277,102.278,-6000.0,0.3009999999999877
306.693,4.721,29.277,102.278,-3000.0,0.19999999999998863
306.893,4.72,29.277,102.278,-18000.0,0.3580000000000041
307.251,4.72,27.983,102.224,-15000.0,0.03100000000000591
307.282,4.72,29.277,102.278,-15000.0,0.14699999999999136
307.429,4.972,29.277,102.278,-12000.0,0.0
307.429,5.236,29.196,102.273,-18000.0,0.6200000000000045
308.049,4.701,23.304,102.844,-18000.0,0.027000000000043656
308.076,4.743,23.252,102.825,0.0,0.12899999999996226
308.205,4.701,23.252,102.825,-12000.0,0.16300000000001091
308.368,4.72,27.983,102.224,-9000.0,0.10500000000001819
308.473,4.706,27.913,102.245,-18000.0,0.2669999999999959
308.74,4.699,25.725,103.259,-18000.0,0.14299999999997226
308.883,4.716,29.277,102.278,-6000.0,0.3590000000000373
309.242,5.116,23.278,102.834,-18000.0,0.08899999999999864
309.331,4.75,29.277,102.278,0.0,0.3809999999999718
309.712,4.72,29.277,102.278,-18000.0,0.37100000000003774
310.083,4.956,23.252,102.825,-3000.0,0.16100000000000136
310.244,4.72,29.277,102.278,-15000.0,0.008999999999957708
310.253,4.72,27.983,102.224,-18000.0,0.39400000000000546
310.647,4.702,26.943,102.816,-18000.0,0.1519999999999868
310.799,4.699,25.617,103.25,-18000.0,0.21200000000004593
311.011,4.701,23.252,102.825,-9000.0,0.13999999999998636
311.151,4.955,25.132,103.202,-18000.0,0.06799999999998363
311.219,4.699,25.482,103.24,-18000.0,1.268000000000029
312.487,4.699,25.428,103.235,-18000.0,0.1519999999999868
312.639,4.754,29.277,102.278,0.0,0.09800000000001319
312.737,5.126,29.277,102.278,-12000.0,0.14599999999995816
312.883,4.701,23.252,102.825,-12000.0,0.03300000000001546
312.916,4.715,25.86,103.268,-18000.0,0.04399999999998272
312.96,4.704,27.938,102.232,-12000.0,0.09700000000003683
313.057,4.717,29.277,102.278,-3000.0,0.0020000000000095497
313.059,4.705,26.979,102.791,-18000.0,0.450999999999965
313.51,4.699,25.32,103.226,-18000.0,0.11599999999998545
313.626,4.716,29.277,102.278,-18000.0,0.05900000000002592
313.685,4.699,25.239,103.216,-18000.0,0.21100000000001273
313.896,4.699,23.973,103.079,-18000.0,0.009999999999990905
313.906,4.699,25.833,103.267,-18000.0,0.06599999999997408
313.972,4.699,25.078,103.196,-18000.0,0.1330000000000382
314.105,4.72,27.983,102.224,-6000.0,0.05500000000000682
314.16,4.704,29.142,102.27,-18000.0,0.04699999999996862
314.207,4.699,25.024,103.189,-18000.0,0.08100000000001728
314.288,4.72,29.277,102.278,-6000.0,0.3039999999999736
314.592,4.743,23.252,102.825,0.0,0.02199999999999136
314.614,4.699,24.943,103.179,-18000.0,0.13500000000004775
314.749,5.236,23.252,102.825,-18000.0,0.08999999999997499
314.839,4.699,24.134,103.097,-18000.0,0.014999999999986358
314.854,4.7,25.935,103.233,-18000.0,0.09899999999998954
314.953,4.954,24.027,103.085,-18000.0,0.1150000000000091
315.068,4.701,23.252,102.825,-3000.0,0.10400000000004184
315.172,4.699,24.782,103.159,-18000.0,0.003999999999962256
315.176,4.721,29.277,102.278,-3000.0,0.040000000000020464
315.216,4.957,23.381,102.872,-18000.0,0.07499999999998863
315.291,5.132,24.269,103.111,-18000.0,0.09399999999999409
315.385,4.699,24.701,103.149,-18000.0,0.16899999999998272
315.554,4.699,24.377,103.122,-18000.0,0.21000000000003638
315.764,4.699,24.512,103.132,-18000.0,0.17300000000000182
315.937,4.699,24.647,103.142,-18000.0,0.07999999999998408
316.017,4.7,23.483,102.91,-18000.0,0.047000000000025466
316.064,4.704,27.938,102.232,-18000.0,0.2999999999999545
316.364,4.971,29.277,102.278,-15000.0,0.3100000000000023
316.674,4.721,27.983,102.224,-3000.0,0.20000000000004547
316.874,4.7,26.059,103.173,-18000.0,0.35899999999998045
317.233,4.72,29.277,102.278,-18000.0,0.1309999999999718
317.364,4.956,23.252,102.825,-9000.0,0.07200000000000273
317.436,4.7,23.534,102.929,-18000.0,0.3690000000000282
317.805,4.702,26.943,102.816,-18000.0,0.045000000000015916
317.85,4.701,24.863,103.169,-18000.0,0.1419999999999959
317.992,4.7,23.252,102.825,-18000.0,0.01999999999998181
318.012,4.699,25.132,103.202,-18000.0,0.13999999999998636
318.152,4.72,29.277,102.278,-15000.0,0.07100000000002638
318.223,4.956,23.252,102.825,-15000.0,0.060000000000002274
318.283,4.716,29.277,102.278,-6000.0,0.019000000000005457
318.302,4.7,23.765,103.014,-18000.0,0.10499999999996135
318.407,5.125,29.196,102.273,-18000.0,0.10099999999999909
318.508,4.699,25.725,103.259,-18000.0,0.4370000000000118
318.945,4.955,26.16,103.131,-18000.0,0.47399999999998954
319.419,4.75,29.277,102.278,0.0,0.19400000000001683
319.613,4.72,29.277,102.278,-12000.0,0.42399999999997817
320.037,4.716,29.277,102.278,-9000.0,0.39800000000002456
320.435,4.72,29.277,102.278,-18000.0,0.16199999999997772
320.597,4.714,23.278,102.834,-18000.0,0.049000000000035016
320.646,4.699,25.617,103.25,-18000.0,0.05000000000001137
320.696,5.247,27.983,102.224,-18000.0,0.08799999999996544
320.784,4.715,25.86,103.268,-18000.0,0.19200000000000728
320.976,4.699,25.482,103.24,-18000.0,0.12400000000002365
321.1,4.975,23.252,102.825,0.0,0.09899999999998954
321.199,4.7,23.252,102.825,-18000.0,0.05699999999995953
321.256,4.699,25.159,103.206,-18000.0,0.20100000000002183
321.457,4.699,25.833,103.267,-18000.0,0.3050000000000068
321.762,4.701,23.304,102.844,-18000.0,0.2610000000000241
322.023,4.701,23.252,102.825,-9000.0,0.007999999999981355
322.031,4.717,29.277,102.278,-3000.0,0.146000000000015
322.177,4.702,23.714,102.995,-18000.0,0.10800000000000409
322.285,4.699,25.428,103.235,-18000.0,0.026999999999986812
322.312,4.754,29.277,102.278,0.0,0.08899999999999864
322.401,4.707,27.002,102.775,-18000.0,0.3979999999999677
322.799,4.7,23.252,102.825,-15000.0,0.013000000000033651
322.812,4.702,23.894,103.061,-18000.0,0.0009999999999763531
322.813,4.716,25.885,103.256,-18000.0,0.11400000000003274
322.927,4.703,29.061,102.265,-18000.0,0.18000000000000682
323.107,4.702,23.842,103.042,-18000.0,0.16599999999999682
323.273,4.702,23.663,102.976,-18000.0,0.13700000000000045
323.41,4.699,25.32,103.226,-18000.0,0.07699999999999818
323.487,4.703,23.611,102.957,-18000.0,0.03099999999994907
323.518,4.705,26.979,102.791,-18000.0,0.047000000000025466
323.565,4.699,25.239,103.216,-18000.0,0.06999999999999318
323.635,4.962,23.355,102.862,-18000.0,0.025000000000034106
323.66,4.706,27.913,102.245,-18000.0,0.01599999999996271
323.676,5.241,29.277,102.278,-6000.0,0.004000000000019099
323.68,4.699,25.078,103.196,-18000.0,0.0020000000000095497
323.682,4.699,23.973,103.079,-18000.0,0.33799999999996544
324.02,4.699,25.024,103.189,-18000.0,0.34000000000003183
324.36,4.716,29.277,102.278,-18000.0,0.16699999999997317
324.527,4.699,24.943,103.179,-18000.0,0.06600000000003092
324.593,4.699,24.134,103.097,-18000.0,0.06199999999995498
324.655,4.699,24.027,103.085,-18000.0,0.009000000000014552
324.664,4.704,27.938,102.232,-18000.0,0.014999999999986358
