-----------------------------------------------------------------------------------------
Lon	Lat	year	month	day	Mag	Z(km)	hr	min	sec	
-----------------------------------------------------------------------------------------
-2.97043	53.7875	2018	10	25	-1.781	-2.24429	11	30	46
-2.96927	53.7863	2018	10	25	-0.652	-2.27176	11	30	49
-2.96849	53.7871	2018	10	25	-1.36	-2.32848	11	30	50
-2.96966	53.7863	2018	10	25	-1.794	-2.26824	11	30	54
-2.9693	53.7864	2018	10	25	-0.793	-2.2792	11	30	57
-2.96857	53.7868	2018	10	25	-1.456	-2.32106	11	31	0
-2.96832	53.787	2018	10	25	-1.693	-2.31287	11	31	1
-2.96749	53.7872	2018	10	25	-1.695	-2.38058	11	31	5
-2.96866	53.7855	2018	10	25	-1.722	-2.34404	11	31	6
-2.96946	53.7866	2018	10	25	-1.789	-2.31029	11	31	15
-2.96948	53.7865	2018	10	25	-0.81	-2.2611	11	31	19
-2.97027	53.7861	2018	10	25	-0.587	-2.24408	11	31	20
-2.96955	53.7864	2018	10	25	-1.504	-2.30652	11	31	24
-2.9689	53.7867	2018	10	25	-1.585	-2.31095	11	31	24
-2.96932	53.7862	2018	10	25	-1.733	-2.3301	11	31	25
-2.96957	53.7863	2018	10	25	-1.678	-2.28227	11	31	29
-2.96965	53.787	2018	10	25	-1.893	-2.25581	11	31	30
-2.96889	53.7864	2018	10	25	-1.686	-2.28309	11	31	40
-2.97025	53.7868	2018	10	25	-1.735	-2.22656	11	31	44
-2.96895	53.7867	2018	10	25	-1.416	-2.28593	11	31	52
-2.97039	53.7875	2018	10	25	-1.782	-2.24586	11	31	54
-2.96888	53.7866	2018	10	25	-1.732	-2.25873	11	31	56
-2.9687	53.7868	2018	10	25	-1.649	-2.30027	11	31	57
-2.96911	53.7866	2018	10	25	-1.641	-2.25816	11	32	1
-2.969	53.7858	2018	10	25	-1.437	-2.27148	11	32	2
-2.96897	53.7868	2018	10	25	-1.927	-2.24958	11	32	4
-2.97005	53.787	2018	10	25	-1.726	-2.2531	11	32	13
-2.96911	53.7865	2018	10	25	-1.623	-2.34625	11	32	15
-2.96898	53.7868	2018	10	25	-0.989	-2.29694	11	32	17
-2.96925	53.7866	2018	10	25	-1.387	-2.26353	11	32	23
-2.96765	53.787	2018	10	25	-1.54	-2.36864	11	32	25
-2.97014	53.7865	2018	10	25	-1.71	-2.24769	11	32	28
-2.97098	53.7872	2018	10	25	-1.651	-2.24598	11	32	32
-2.97004	53.7861	2018	10	25	-0.789	-2.28082	11	32	40
-2.9699	53.7862	2018	10	25	-1.397	-2.25902	11	32	41
-2.96812	53.7868	2018	10	25	-1.764	-2.33784	11	32	44
-2.9683	53.7871	2018	10	25	-1.655	-2.34364	11	32	45
-2.96952	53.7862	2018	10	25	-1.59	-2.29307	11	32	51
-2.96912	53.7869	2018	10	25	-1.673	-2.35371	11	32	53
-2.97011	53.7879	2018	10	25	-1.838	-2.26839	11	33	0
-2.97118	53.787	2018	10	25	-1.53	-2.24895	11	33	5
-2.97007	53.7866	2018	10	25	-1.481	-2.24908	11	33	8
-2.9703	53.7872	2018	10	25	-1.716	-2.26139	11	33	10
-2.96871	53.7868	2018	10	25	-1.687	-2.28507	11	33	14
-2.97021	53.7869	2018	10	25	-1.58	-2.22712	11	33	18
-2.96993	53.7875	2018	10	25	-1.913	-2.27487	11	33	18
-2.96785	53.7875	2018	10	25	-1.939	-2.35847	11	33	33
-2.96826	53.7865	2018	10	25	-1.981	-2.29681	11	33	33
-2.96911	53.7864	2018	10	25	-0.376	-2.26005	11	33	37
-2.97024	53.7878	2018	10	25	-1.865	-2.25577	11	33	39
-2.97021	53.7872	2018	10	25	-1.844	-2.27476	11	33	42
-2.96944	53.7869	2018	10	25	-1.336	-2.26026	11	33	44
-2.97009	53.7873	2018	10	25	-1.787	-2.25047	11	33	45
-2.96929	53.7858	2018	10	25	-1.142	-2.32364	11	33	47
-2.97035	53.7874	2018	10	25	-1.625	-2.25159	11	33	49
-2.96938	53.7868	2018	10	25	-1.35	-2.26065	11	33	52
-2.97044	53.7868	2018	10	25	-1.74	-2.23177	11	33	54
-2.96994	53.7861	2018	10	25	-1.232	-2.28851	11	33	59
-2.97128	53.7884	2018	10	25	-1.811	-2.30125	11	34	3
-2.96926	53.7865	2018	10	25	-0.963	-2.26449	11	34	5
-2.97008	53.7863	2018	10	25	-1.051	-2.27006	11	34	7
-2.96977	53.787	2018	10	25	-1.603	-2.28715	11	34	8
-2.96871	53.7862	2018	10	25	-1.643	-2.32706	11	34	10
-2.96872	53.7869	2018	10	25	-1.254	-2.30101	11	34	18
-2.9691	53.7867	2018	10	25	-1.493	-2.25262	11	34	19
-2.96966	53.7863	2018	10	25	-1.533	-2.29684	11	34	20
-2.97236	53.7881	2018	10	25	-1.48	-2.31505	11	34	25
-2.97021	53.7871	2018	10	25	-1.711	-2.25758	11	34	26
-2.96921	53.7863	2018	10	25	-1.234	-2.25535	11	34	33
-2.97041	53.7869	2018	10	25	-1.688	-2.22307	11	34	34
-2.96863	53.7871	2018	10	25	-1.416	-2.31931	11	34	35
-2.96948	53.7865	2018	10	25	-0.599	-2.25994	11	34	45
-2.96945	53.7867	2018	10	25	-1.108	-2.24932	11	34	46
-2.96926	53.7864	2018	10	25	-1.151	-2.25427	11	34	48
-2.96932	53.7865	2018	10	25	-0.917	-2.25794	11	34	49
-2.97043	53.7861	2018	10	25	-1.107	-2.24158	11	34	49
-2.96991	53.7864	2018	10	25	-1.746	-2.23948	11	34	53
-2.96864	53.787	2018	10	25	-1.505	-2.31467	11	34	57
-2.96905	53.7865	2018	10	25	-1.799	-2.30822	11	35	2
-2.96961	53.7863	2018	10	25	-1.818	-2.28638	11	35	2
-2.97082	53.7865	2018	10	25	-1.492	-2.25143	11	35	3
-2.96988	53.786	2018	10	25	-0.578	-2.2901	11	35	8
-2.97021	53.7867	2018	10	25	-1.593	-2.24599	11	35	12
-2.96906	53.7884	2018	10	25	-1.885	-2.2796	11	35	14
-2.97009	53.7869	2018	10	25	-1.677	-2.26147	11	35	15
-2.96917	53.7867	2018	10	25	-1.783	-2.22869	11	35	17
-2.97026	53.7869	2018	10	25	-1.214	-2.23058	11	35	21
-2.9701	53.7862	2018	10	25	-1.021	-2.28557	11	35	22
-2.96929	53.7868	2018	10	25	-1.504	-2.26935	11	35	25
-2.96936	53.7882	2018	10	25	-1.798	-2.26707	11	35	32
-2.96988	53.7872	2018	10	25	-1.752	-2.26413	11	35	43
-2.97035	53.7876	2018	10	25	-1.739	-2.24913	11	35	44
-2.97017	53.7878	2018	10	25	-1.863	-2.24143	11	35	45
-2.96761	53.7873	2018	10	25	-1.593	-2.36905	11	35	46
-2.96915	53.7876	2018	10	25	-1.83	-2.31638	11	35	50
-2.9711	53.7866	2018	10	25	-1.594	-2.25858	11	35	56
-2.96895	53.7865	2018	10	25	-1.315	-2.25235	11	35	57
-2.97023	53.7866	2018	10	25	-1.234	-2.23726	11	36	2
-2.96925	53.7864	2018	10	25	-1.278	-2.24726	11	36	9
-2.97023	53.7879	2018	10	25	-1.744	-2.24474	11	36	11
-2.96934	53.7861	2018	10	25	-1.671	-2.29974	11	36	12
-2.9692	53.787	2018	10	25	-1.313	-2.28553	11	36	19
-2.97058	53.7876	2018	10	25	-1.627	-2.22387	11	36	24
-2.96949	53.7868	2018	10	25	-1.856	-2.3327	11	36	24
-2.97008	53.7881	2018	10	25	-1.836	-2.24613	11	36	33
-2.96841	53.7872	2018	10	25	-1.767	-2.34861	11	36	35
-2.96905	53.7863	2018	10	25	-1.447	-2.34259	11	36	36
-2.96882	53.7869	2018	10	25	-1.444	-2.32987	11	36	38
-2.97039	53.7884	2018	10	25	-1.842	-2.30437	11	36	40
-2.96972	53.7859	2018	10	25	-1.371	-2.25042	11	36	47
-2.96911	53.7867	2018	10	25	-1.709	-2.24301	11	36	54
-2.96934	53.7867	2018	10	25	-1.276	-2.25665	11	36	55
-2.96886	53.7871	2018	10	25	-1.899	-2.24246	11	36	58
-2.96938	53.7862	2018	10	25	-1.739	-2.30512	11	37	0
-2.96924	53.7869	2018	10	25	-1.452	-2.28513	11	37	2
-2.96898	53.7869	2018	10	25	-1.422	-2.28778	11	37	3
-2.9693	53.7864	2018	10	25	-1.124	-2.24906	11	37	4
-2.96984	53.7863	2018	10	25	-1.474	-2.29067	11	37	5
-2.96938	53.7867	2018	10	25	-0.993	-2.25998	11	37	8
-2.97024	53.7873	2018	10	25	-1.796	-2.25512	11	37	13
-2.97123	53.7876	2018	10	25	-1.758	-2.26591	11	37	17
-2.97061	53.7868	2018	10	25	-1.585	-2.20868	11	37	18
-2.96902	53.7866	2018	10	25	-1.805	-2.29873	11	37	23
-2.96903	53.7873	2018	10	25	-1.67	-2.27477	11	37	26
-2.96883	53.787	2018	10	25	-1.467	-2.31112	11	37	35
-2.96934	53.7868	2018	10	25	-1.511	-2.27297	11	37	36
-2.96784	53.7871	2018	10	25	-2.009	-2.34517	11	37	37
-2.96882	53.787	2018	10	25	-1.556	-2.25564	11	37	43
-2.97033	53.7862	2018	10	25	-1.298	-2.25224	11	37	57
-2.9696	53.7861	2018	10	25	-1.403	-2.31418	11	38	0
-2.96903	53.7867	2018	10	25	-1.097	-2.28407	11	38	2
-2.96905	53.7868	2018	10	25	-1.533	-2.26723	11	38	6
-2.96921	53.7866	2018	10	25	-1.203	-2.30635	11	38	9
-2.96982	53.786	2018	10	25	-0.798	-2.28689	11	38	11
-2.9688	53.7866	2018	10	25	-1.778	-2.31849	11	38	12
-2.9692	53.7869	2018	10	25	-1.881	-2.29253	11	38	22
-2.96988	53.786	2018	10	25	-1.591	-2.25815	11	38	26
-2.96901	53.7868	2018	10	25	-1.444	-2.29883	11	38	28
-2.96961	53.7866	2018	10	25	-1.779	-2.29843	11	38	38
-2.96875	53.7869	2018	10	25	-1.17	-2.30486	11	38	42
-2.96912	53.7868	2018	10	25	-1.894	-2.31103	11	38	46
-2.96951	53.7882	2018	10	25	-1.891	-2.28601	11	38	53
-2.9693	53.7863	2018	10	25	-1.676	-2.32987	11	38	57
-2.96936	53.7865	2018	10	25	-0.308	-2.25324	11	39	7
-2.96904	53.7868	2018	10	25	-0.643	-2.28319	11	39	7
-2.96892	53.7865	2018	10	25	-1.327	-2.26441	11	39	8
-2.97022	53.7862	2018	10	25	-0.608	-2.2543	11	39	9
-2.96907	53.7868	2018	10	25	-1.5	-2.25082	11	39	10
-2.97003	53.7882	2018	10	25	-1.8	-2.33707	11	39	16
-2.9692	53.7862	2018	10	25	-0.555	-2.26676	11	39	18
-2.96943	53.7866	2018	10	25	-1.076	-2.2585	11	39	19
-2.96973	53.7878	2018	10	25	-1.881	-2.29614	11	39	20
-2.96984	53.7865	2018	10	25	-1.357	-2.24818	11	39	21
-2.96943	53.7866	2018	10	25	-1.182	-2.25419	11	39	22
-2.97011	53.7864	2018	10	25	-1.478	-2.36883	11	39	23
-2.96823	53.7869	2018	10	25	-1.559	-2.3612	11	39	25
-2.96881	53.787	2018	10	25	-1.469	-2.33049	11	39	27
-2.96794	53.7863	2018	10	25	-1.179	-2.27698	11	39	29
-2.96986	53.7879	2018	10	25	-1.864	-2.30392	11	39	31
-2.96939	53.7868	2018	10	25	-1.194	-2.26513	11	39	32
-2.96957	53.7861	2018	10	25	-1.738	-2.27073	11	39	32
-2.97066	53.7868	2018	10	25	-1.61	-2.21632	11	39	33
-2.96977	53.7864	2018	10	25	-1.7	-2.26763	11	39	35
-2.97051	53.7875	2018	10	25	-1.838	-2.25881	11	39	40
-2.97043	53.7858	2018	10	25	-1.682	-2.27187	11	39	45
-2.9698	53.7866	2018	10	25	-1.775	-2.27722	11	39	52
-2.97024	53.7861	2018	10	25	-1.283	-2.25656	11	39	53
-2.97029	53.7851	2018	10	25	-1.656	-2.24445	11	39	54
-2.96912	53.7871	2018	10	25	-1.436	-2.27245	11	39	57
-2.96832	53.7866	2018	10	25	-1.741	-2.31598	11	39	59
-2.96934	53.7863	2018	10	25	-0.539	-2.25875	11	40	2
-2.96884	53.7868	2018	10	25	-1.219	-2.30087	11	40	4
-2.96907	53.7871	2018	10	25	-1.965	-2.28192	11	40	8
-2.96961	53.7862	2018	10	25	-1.834	-2.35032	11	40	19
-2.97022	53.7875	2018	10	25	-1.481	-2.24185	11	40	22
-2.97036	53.7878	2018	10	25	-1.704	-2.22634	11	40	26
-2.9692	53.7867	2018	10	25	-1.511	-2.28338	11	40	28
-2.97054	53.7877	2018	10	25	-1.81	-2.19985	11	40	31
-2.9701	53.7873	2018	10	25	-1.926	-2.26384	11	40	35
-2.96857	53.7874	2018	10	25	-1.68	-2.33916	11	40	36
-2.96918	53.7865	2018	10	25	-1.476	-2.26325	11	40	37
-2.96831	53.7869	2018	10	25	-1.814	-2.31482	11	40	39
-2.97094	53.7863	2018	10	25	-1.593	-2.25763	11	40	46
-2.97031	53.7871	2018	10	25	-1.753	-2.24675	11	40	46
-2.97035	53.7875	2018	10	25	-1.68	-2.24921	11	40	57
-2.96992	53.7861	2018	10	25	-1.311	-2.24207	11	40	59
-2.96872	53.7868	2018	10	25	-1.434	-2.25643	11	41	3
-2.969	53.7873	2018	10	25	-1.412	-2.32722	11	41	9
-2.96959	53.7866	2018	10	25	-1.916	-2.29197	11	41	13
-2.96896	53.7867	2018	10	25	-1.377	-2.23318	11	41	14
-2.96901	53.7863	2018	10	25	-1.748	-2.23292	11	41	16
-2.9691	53.7865	2018	10	25	-1.789	-2.27748	11	41	16
-2.96979	53.7871	2018	10	25	-1.973	-2.28811	11	41	20
-2.96931	53.7874	2018	10	25	-1.939	-2.33359	11	41	22
-2.96917	53.7867	2018	10	25	-1.719	-2.22331	11	41	27
-2.9695	53.7869	2018	10	25	-0.809	-2.26094	11	41	28
-2.96953	53.7876	2018	10	25	-1.814	-2.29837	11	41	29
-2.97096	53.7879	2018	10	25	-1.782	-2.34496	11	41	30
-2.97039	53.7872	2018	10	25	-1.546	-2.25121	11	41	36
-2.97116	53.7872	2018	10	25	-1.785	-2.27553	11	41	46
-2.97033	53.7866	2018	10	25	-1.629	-2.24063	11	41	49
-2.96989	53.7864	2018	10	25	-1.55	-2.27169	11	41	52
-2.96957	53.7862	2018	10	25	-1.522	-2.27517	11	41	54
-2.97048	53.7863	2018	10	25	-1.56	-2.21786	11	41	58
-2.97052	53.7872	2018	10	25	-1.689	-2.23309	11	41	58
-2.97116	53.7868	2018	10	25	-1.734	-2.25026	11	42	0
-2.9694	53.7861	2018	10	25	-1.676	-2.27712	11	42	9
-2.97048	53.7873	2018	10	25	-1.494	-2.28802	11	42	10
-2.96916	53.7868	2018	10	25	-1.703	-2.28394	11	42	11
-2.96945	53.7859	2018	10	25	-1.634	-2.2605	11	42	18
-2.96918	53.7865	2018	10	25	-1.552	-2.26575	11	42	22
-2.97035	53.7865	2018	10	25	-1.338	-2.24438	11	42	24
-2.96831	53.7867	2018	10	25	-1.71	-2.32533	11	42	26
-2.97068	53.7873	2018	10	25	-1.677	-2.27607	11	42	29
-2.96822	53.7871	2018	10	25	-1.651	-2.33487	11	42	31
-2.96925	53.7869	2018	10	25	-1.354	-2.297	11	42	35
-2.9695	53.7869	2018	10	25	-1.739	-2.31971	11	42	40
-2.97002	53.7876	2018	10	25	-1.777	-2.27573	11	42	40
-2.96996	53.7877	2018	10	25	-1.859	-2.29334	11	42	41
-2.96954	53.7863	2018	10	25	-1.437	-2.26692	11	42	50
-2.969	53.7872	2018	10	25	-1.335	-2.24567	11	42	51
-2.96923	53.7868	2018	10	25	-1.355	-2.31139	11	42	55
-2.97004	53.7863	2018	10	25	-1.088	-2.27971	11	43	2
-2.96982	53.7859	2018	10	25	-1.361	-2.24934	11	43	6
-2.97027	53.7877	2018	10	25	-1.734	-2.24972	11	43	8
-2.96786	53.787	2018	10	25	-1.719	-2.3474	11	43	16
-2.97026	53.7878	2018	10	25	-1.896	-2.26506	11	43	22
-2.96826	53.7872	2018	10	25	-1.656	-2.32832	11	43	25
-2.96914	53.7871	2018	10	25	-0.977	-2.27946	11	43	29
-2.9699	53.7881	2018	10	25	-1.602	-2.29857	11	43	30
-2.96972	53.7867	2018	10	25	-1.16	-2.25318	11	43	31
-2.96937	53.7869	2018	10	25	-1.004	-2.29983	11	43	33
-2.97022	53.7863	2018	10	25	-0.618	-2.28344	11	43	38
-2.96953	53.7865	2018	10	25	-1.256	-2.2281	11	43	40
-2.97053	53.7875	2018	10	25	-1.681	-2.21538	11	43	41
-2.97011	53.7876	2018	10	25	-2.004	-2.25671	11	43	43
-2.96977	53.7868	2018	10	25	-1.819	-2.23654	11	43	44
-2.96892	53.7865	2018	10	25	-1.492	-2.25897	11	43	46
-2.96904	53.7864	2018	10	25	-1.671	-2.26969	11	43	49
-2.96937	53.7866	2018	10	25	-2.088	-2.21435	11	43	50
-2.9694	53.7868	2018	10	25	-1.615	-2.26762	11	43	53
-2.96886	53.7867	2018	10	25	-1.732	-2.33328	11	43	54
-2.96834	53.7866	2018	10	25	-1.92	-2.28702	11	43	55
-2.96998	53.7863	2018	10	25	-1.939	-2.27726	11	44	0
-2.96941	53.7857	2018	10	25	-1.838	-2.26771	11	44	1
-2.96919	53.7863	2018	10	25	-1.34	-2.2729	11	44	2
-2.96993	53.7868	2018	10	25	-1.547	-2.20584	11	44	4
-2.97019	53.7863	2018	10	25	-1.797	-2.24764	11	44	6
-2.97034	53.7866	2018	10	25	-0.869	-2.2591	11	44	7
-2.96942	53.7855	2018	10	25	-1.888	-2.27091	11	44	11
-2.96958	53.7868	2018	10	25	-1.126	-2.29343	11	44	15
-2.9704	53.788	2018	10	25	-1.896	-2.28183	11	44	15
-2.96903	53.7856	2018	10	25	-2.201	-2.28233	11	44	18
-2.96822	53.7871	2018	10	25	-2.289	-2.3392	11	44	18
-2.96904	53.7875	2018	10	25	-2.289	-2.29818	11	44	19
-2.96997	53.7866	2018	10	25	-1.096	-2.25862	11	44	20
-2.96921	53.7868	2018	10	25	-1.832	-2.22657	11	44	21
-2.96806	53.7867	2018	10	25	-2.102	-2.36601	11	44	24
-2.96929	53.7867	2018	10	25	-1.555	-2.24235	11	44	26
-2.9689	53.787	2018	10	25	-2.145	-2.31564	11	44	28
-2.9698	53.7865	2018	10	25	-2.202	-2.2651	11	44	29
-2.97057	53.7877	2018	10	25	-2.266	-2.26102	11	44	30
-2.96935	53.7864	2018	10	25	-1.841	-2.26839	11	44	32
-2.96876	53.7873	2018	10	25	-2.301	-2.31207	11	44	32
-2.96934	53.7869	2018	10	25	-1.683	-2.29541	11	44	35
-2.96896	53.7868	2018	10	25	-1.669	-2.28625	11	44	36
-2.96938	53.7868	2018	10	25	-1.984	-2.26617	11	44	37
-2.96951	53.7859	2018	10	25	-2.21	-2.2473	11	44	38
-2.96962	53.787	2018	10	25	-1.83	-2.28552	11	44	39
-2.96936	53.7867	2018	10	25	-1.334	-2.26981	11	44	40
-2.97072	53.7881	2018	10	25	-2.233	-2.24701	11	44	41
-2.96884	53.7868	2018	10	25	-1.899	-2.29579	11	44	42
-2.96927	53.7868	2018	10	25	-0.993	-2.27383	11	44	43
-2.96945	53.7866	2018	10	25	-2.109	-2.28086	11	44	45
-2.97011	53.7861	2018	10	25	-2.047	-2.25387	11	44	46
-2.96924	53.7868	2018	10	25	-1.99	-2.26961	11	44	48
-2.96915	53.787	2018	10	25	-1.844	-2.30993	11	44	49
-2.96951	53.7863	2018	10	25	-0.958	-2.24676	11	44	52
-2.96972	53.7862	2018	10	25	-2.266	-2.25305	11	44	53
-2.96916	53.7864	2018	10	25	-1.812	-2.2687	11	44	55
-2.97003	53.7862	2018	10	25	-2.152	-2.27093	11	44	55
-2.96896	53.7861	2018	10	25	-2.024	-2.31735	11	44	59
-2.96932	53.7862	2018	10	25	-2.194	-2.29932	11	44	59
-2.97018	53.7862	2018	10	25	-1.925	-2.27416	11	45	1
-2.96928	53.7867	2018	10	25	-1.286	-2.25629	11	45	2
-2.96908	53.7863	2018	10	25	-0.213	-2.2738	11	45	6
-2.97033	53.7866	2018	10	25	-2.079	-2.23222	11	45	8
-2.96886	53.7867	2018	10	25	-1.697	-2.28561	11	45	9
-2.96953	53.7865	2018	10	25	-1.515	-2.23729	11	45	10
-2.97022	53.7864	2018	10	25	-1.83	-2.2745	11	45	12
-2.96875	53.7872	2018	10	25	-2.195	-2.31778	11	45	12
-2.96919	53.7869	2018	10	25	-2.274	-2.28424	11	45	13
-2.9697	53.7858	2018	10	25	-2.165	-2.25733	11	45	15
-2.96907	53.7869	2018	10	25	-2.009	-2.30983	11	45	19
-2.96908	53.7866	2018	10	25	-2.155	-2.30281	11	45	22
-2.96954	53.7854	2018	10	25	-2.177	-2.26918	11	45	22
-2.96999	53.7866	2018	10	25	-2.048	-2.2872	11	45	26
-2.96945	53.7869	2018	10	25	-1.504	-2.29901	11	45	28
-2.96888	53.7872	2018	10	25	-1.93	-2.25456	11	45	29
-2.96955	53.7868	2018	10	25	-1.68	-2.26159	11	45	31
-2.96982	53.7868	2018	10	25	-2.162	-2.32027	11	45	35
-2.97016	53.7865	2018	10	25	-2.218	-2.3282	11	45	36
-2.96947	53.7868	2018	10	25	-1.907	-2.25253	11	45	38
-2.97054	53.7879	2018	10	25	-2.279	-2.24868	11	45	38
-2.96955	53.7868	2018	10	25	-2.034	-2.24957	11	45	39
-2.96946	53.7867	2018	10	25	-1.843	-2.25058	11	45	43
-2.96944	53.7866	2018	10	25	-2.036	-2.2444	11	45	45
-2.97003	53.7865	2018	10	25	-2.231	-2.24892	11	45	46
-2.96894	53.7863	2018	10	25	-1.624	-2.29996	11	45	47
-2.96885	53.7856	2018	10	25	-2.063	-2.28082	11	45	48
-2.96946	53.7863	2018	10	25	-2.167	-2.3167	11	45	50
-2.96883	53.7868	2018	10	25	-1.896	-2.28495	11	45	52
-2.96961	53.7868	2018	10	25	-2.216	-2.2881	11	45	53
-2.96947	53.7869	2018	10	25	-2.042	-2.27049	11	45	54
-2.96952	53.7867	2018	10	25	-1.479	-2.26397	11	45	56
-2.96943	53.7863	2018	10	25	-2.232	-2.2862	11	45	57
-2.96866	53.787	2018	10	25	-2.247	-2.32718	11	45	58
-2.96915	53.7865	2018	10	25	-1.555	-2.23452	11	45	59
-2.96907	53.7871	2018	10	25	-2.234	-2.30266	11	46	0
-2.96932	53.7863	2018	10	25	-1.696	-2.23373	11	46	3
-2.96976	53.7856	2018	10	25	-1.806	-2.27845	11	46	7
-2.96877	53.7862	2018	10	25	-2.221	-2.27952	11	46	7
-2.96888	53.7869	2018	10	25	-1.857	-2.29009	11	46	8
-2.96918	53.787	2018	10	25	-2.233	-2.28689	11	46	9
-2.969	53.7864	2018	10	25	-2.282	-2.32848	11	46	9
-2.97015	53.7861	2018	10	25	-2.256	-2.25359	11	46	10
-2.96937	53.7857	2018	10	25	-2.201	-2.25353	11	46	12
-2.96924	53.7868	2018	10	25	-2.22	-2.27185	11	46	13
-2.97003	53.7862	2018	10	25	-2.112	-2.26446	11	46	14
-2.96893	53.7869	2018	10	25	-2.204	-2.3567	11	46	14
-2.96917	53.7865	2018	10	25	-2.115	-2.28751	11	46	21
-2.97081	53.7876	2018	10	25	-2.122	-2.21247	11	46	22
-2.96931	53.7868	2018	10	25	-2.04	-2.36613	11	46	23
-2.9685	53.7872	2018	10	25	-2.034	-2.32618	11	46	24
-2.96934	53.7868	2018	10	25	-2.153	-2.26227	11	46	26
-2.96877	53.7873	2018	10	25	-2.159	-2.26646	11	46	28
-2.96978	53.7864	2018	10	25	-1.727	-2.27202	11	46	29
-2.96834	53.7872	2018	10	25	-2.214	-2.345	11	46	30
-2.96895	53.7871	2018	10	25	-1.957	-2.32255	11	46	35
-2.96923	53.7864	2018	10	25	-1.63	-2.25158	11	46	37
-2.96963	53.7866	2018	10	25	-2.098	-2.32015	11	46	38
-2.96867	53.7873	2018	10	25	-1.979	-2.26252	11	46	39
-2.96956	53.7864	2018	10	25	-1.033	-2.27589	11	46	40
-2.96997	53.7867	2018	10	25	-1.592	-2.27651	11	46	41
-2.96992	53.7861	2018	10	25	-2.063	-2.26325	11	46	42
-2.96806	53.7864	2018	10	25	-2.304	-2.32279	11	46	42
-2.96941	53.7865	2018	10	25	-0.259	-2.25477	11	46	44
-2.9693	53.7865	2018	10	25	-1.567	-2.2807	11	46	46
-2.96951	53.7868	2018	10	25	-1.714	-2.247	11	46	50
-2.96949	53.7863	2018	10	25	-0.601	-2.24584	11	46	53
-2.96946	53.7871	2018	10	25	-1.779	-2.27279	11	46	53
-2.96969	53.7872	2018	10	25	-1.947	-2.24609	11	46	56
-2.96936	53.7864	2018	10	25	-1.132	-2.25933	11	46	57
-2.96944	53.7866	2018	10	25	-1.901	-2.2605	11	46	57
-2.96961	53.7866	2018	10	25	-0.984	-2.24495	11	46	59
-2.96893	53.7868	2018	10	25	-1.468	-2.27899	11	46	59
-2.96935	53.7868	2018	10	25	-1.464	-2.23404	11	47	0
-2.96954	53.7868	2018	10	25	-1.814	-2.24794	11	47	16
-2.96842	53.7873	2018	10	25	-2.103	-2.3394	11	47	17
-2.96919	53.786	2018	10	25	-1.854	-2.27	11	47	18
-2.9694	53.7876	2018	10	25	-2.164	-2.30573	11	47	19
-2.96931	53.7871	2018	10	25	-1.731	-2.25886	11	47	21
-2.96958	53.7865	2018	10	25	-0.833	-2.24877	11	47	22
-2.96955	53.7864	2018	10	25	-0.679	-2.24326	11	47	23
-2.9676	53.7869	2018	10	25	-2.212	-2.36872	11	47	24
-2.97025	53.7866	2018	10	25	-1.617	-2.28222	11	47	29
-2.96948	53.7864	2018	10	25	-1.706	-2.24786	11	47	30
-2.96888	53.7858	2018	10	25	-2.095	-2.3483	11	47	34
-2.97	53.7864	2018	10	25	-2.086	-2.25855	11	47	35
-2.96788	53.787	2018	10	25	-2.153	-2.36976	11	47	36
-2.96986	53.786	2018	10	25	-1.827	-2.28014	11	47	37
-2.96991	53.7862	2018	10	25	-2.151	-2.26351	11	47	38
-2.96893	53.7868	2018	10	25	-1.603	-2.28806	11	47	42
-2.96945	53.7865	2018	10	25	-1.075	-2.25033	11	47	43
-2.96946	53.7863	2018	10	25	-2.18	-2.32182	11	47	44
-2.96967	53.7867	2018	10	25	-1.929	-2.24768	11	47	45
-2.9684	53.7857	2018	10	25	-2.232	-2.25726	11	47	46
-2.96862	53.7854	2018	10	25	-2.305	-2.28756	11	47	52
-2.96908	53.7866	2018	10	25	-2.15	-2.26915	11	47	53
-2.96946	53.7864	2018	10	25	-2.191	-2.27172	11	47	54
-2.96945	53.7868	2018	10	25	-1.744	-2.27956	11	47	56
-2.96996	53.7862	2018	10	25	-1.568	-2.28964	11	47	57
-2.97112	53.7861	2018	10	25	-1.604	-2.18973	11	47	58
-2.97028	53.7866	2018	10	25	-2.192	-2.26085	11	48	0
-2.96853	53.7871	2018	10	25	-2.219	-2.32032	11	48	0
-2.96949	53.7856	2018	10	25	-1.973	-2.26331	11	48	1
-2.96986	53.7858	2018	10	25	-2.236	-2.27302	11	48	1
-2.96977	53.7864	2018	10	25	-2.007	-2.31099	11	48	2
-2.9695	53.7858	2018	10	25	-1.742	-2.34514	11	48	3
-2.96926	53.7868	2018	10	25	-2.056	-2.2821	11	48	4
-2.96951	53.7866	2018	10	25	-1.451	-2.25961	11	48	5
-2.9682	53.7863	2018	10	25	-1.642	-2.28695	11	48	5
-2.96902	53.7862	2018	10	25	-0.246	-2.26153	11	48	7
-2.96939	53.7865	2018	10	25	-1.179	-2.25251	11	48	8
-2.97072	53.7858	2018	10	25	-2.09	-2.27174	11	48	11
-2.96931	53.7868	2018	10	25	-1.532	-2.30229	11	48	12
-2.96916	53.7867	2018	10	25	-2.021	-2.2666	11	48	14
-2.96852	53.7871	2018	10	25	-2.338	-2.28431	11	48	14
-2.96852	53.786	2018	10	25	-2.315	-2.30503	11	48	16
