t,Magnitude,Latitude,Longitude,Depth,dt
3297.88,5.475,25.86,103.268,-3000.0,0.32999999999992724
3298.21,4.748,23.791,103.023,0.0,0.15000000000009095
3298.36,4.716,27.864,102.271,-15000.0,0.7100000000000364
3299.07,4.741,27.984,102.899,0.0,0.23999999999978172
3299.31,4.75,25.563,103.246,0.0,0.15999999999985448
3299.47,4.711,26.526,103.023,-12000.0,0.21000000000003638
3299.68,4.748,27.471,102.476,0.0,0.2699999999999818
3299.95,5.703,23.432,102.891,-6000.0,0.5
3300.45,5.293,28.09,102.204,-6000.0,0.38000000000010914
3300.83,4.742,25.91,103.245,0.0,0.010000000000218279
3300.84,5.0,24.35,103.12,0.0,1.069999999999709
3301.91,4.699,25.32,103.226,-9000.0,0.14000000000032742
3302.05,4.745,26.291,103.093,0.0,0.169999999999618
3302.22,5.0,28.768,102.565,0.0,0.0
3302.22,4.748,23.457,102.9,0.0,0.1000000000003638
3302.32,4.742,26.5,103.03,0.0,0.04999999999972715
3302.37,4.748,23.329,102.853,0.0,0.30999999999994543
3302.68,4.72,29.007,102.262,-6000.0,0.45000000000027285
3303.13,4.75,25.779,103.263,0.0,0.23999999999978172
3303.37,4.718,27.717,102.348,-3000.0,0.36999999999989086
3303.74,4.708,27.619,102.399,-3000.0,0.5500000000001819
3304.29,4.717,25.752,103.261,-3000.0,0.09999999999990905
3304.39,5.246,28.792,102.551,-6000.0,0.03000000000020009
3304.42,4.75,27.632,102.891,0.0,0.4499999999998181
3304.87,4.705,27.791,102.309,-6000.0,0.16000000000030923
3305.03,4.746,28.899,102.256,0.0,0.4499999999998181
3305.48,4.963,24.404,103.124,-3000.0,0.11000000000012733
3305.59,4.749,27.071,102.728,0.0,0.6199999999998909
3306.21,4.742,25.935,103.233,0.0,0.009999999999763531
3306.22,4.716,24.593,103.138,-12000.0,0.09000000000014552
3306.31,4.742,26.605,102.999,0.0,0.010000000000218279
3306.32,4.714,23.329,102.853,-9000.0,0.11999999999989086
3306.44,4.75,25.671,103.254,0.0,0.3400000000001455
3306.78,4.745,28.695,102.606,0.0,0.33999999999969077
3307.12,4.741,24.134,103.097,0.0,0.21000000000003638
3307.33,5.351,25.239,103.216,0.0,0.07000000000016371
3307.4,4.745,26.526,103.023,0.0,0.2899999999999636
3307.69,4.972,24.97,103.182,-3000.0,0.13999999999987267
3307.83,4.999,28.889,102.496,0.0,0.05999999999994543
3307.89,4.745,28.442,102.194,0.0,0.6200000000003456
3308.51,4.716,24.053,103.088,-3000.0,0.03999999999996362
3308.55,5.161,25.239,103.216,0.0,0.38999999999987267
3308.94,4.749,24.0,103.082,0.0,0.36999999999989086
3309.31,4.999,29.034,102.413,0.0,0.11000000000012733
3309.42,4.742,24.647,103.142,0.0,0.06999999999970896
3309.49,5.447,24.512,103.132,0.0,0.42000000000007276
3309.91,5.484,26.134,103.139,0.0,0.15000000000009095
3310.06,4.716,25.105,103.199,-3000.0,0.1799999999998363
3310.24,4.704,27.301,102.568,-15000.0,0.5400000000004184
3310.78,4.709,25.91,103.245,-3000.0,0.009999999999763531
3310.79,4.707,27.545,102.437,-15000.0,0.650000000000091
3311.44,4.699,27.903,102.897,-6000.0,0.09000000000014552
3311.53,4.713,27.048,102.744,-3000.0,0.03999999999996362
3311.57,4.716,29.228,102.304,-9000.0,0.0
3311.57,5.413,25.401,103.233,0.0,0.04999999999972715
3311.62,4.743,28.985,102.441,0.0,0.599999999999909
3312.22,4.746,28.738,102.233,0.0,0.17000000000007276
3312.39,4.75,29.228,102.304,0.0,0.36000000000012733
3312.75,4.712,28.037,102.887,-3000.0,0.07999999999992724
3312.83,4.742,26.369,103.069,0.0,0.34999999999990905
3313.18,4.754,29.034,102.264,0.0,0.0500000000001819
3313.23,4.712,23.637,102.966,-6000.0,0.13000000000010914
3313.36,4.74,26.239,103.108,0.0,0.6999999999998181
3314.06,4.753,28.279,102.196,0.0,0.0
3314.06,4.749,24.296,103.114,0.0,0.2699999999999818
3314.33,4.711,28.442,102.716,-6000.0,0.4099999999998545
3314.74,4.711,28.544,102.673,-6000.0,0.29000000000041837
3315.03,4.748,23.56,102.938,0.0,0.06999999999970896
3315.1,4.719,29.196,102.273,-9000.0,0.07000000000016371
3315.17,4.715,24.053,103.088,-6000.0,0.38000000000010914
3315.55,4.713,26.657,102.984,-9000.0,0.4499999999998181
3316.0,4.749,24.997,103.185,0.0,0.09999999999990905
3316.1,4.706,29.203,102.317,-9000.0,0.0
3316.1,4.961,25.86,103.268,-15000.0,0.5100000000002183
3316.61,4.699,25.239,103.216,-9000.0,0.13999999999987267
3316.75,4.955,25.239,103.216,-3000.0,0.010000000000218279
3316.76,4.985,23.714,102.995,-3000.0,0.3799999999996544
3317.14,4.716,24.593,103.138,-15000.0,0.5100000000002183
3317.65,4.7,25.935,103.233,-6000.0,0.02999999999974534
3317.68,5.005,25.752,103.261,0.0,0.15000000000009095
3317.83,4.714,23.56,102.938,-12000.0,0.36999999999989086
3318.2,4.963,24.161,103.099,-3000.0,0.5300000000002001
3318.73,4.986,28.872,102.252,0.0,0.009999999999763531
3318.74,4.972,24.593,103.138,-3000.0,0.8800000000001091
3319.62,4.716,24.593,103.138,-9000.0,0.22000000000025466
3319.84,4.699,25.482,103.24,-9000.0,0.1299999999996544
3319.97,4.719,28.926,102.257,-9000.0,0.5199999999999818
3320.49,4.992,23.946,103.076,-3000.0,0.3400000000001455
3320.83,4.753,29.196,102.273,0.0,0.03999999999996362
3320.87,4.716,25.806,103.265,-9000.0,0.03000000000020009
3320.9,4.7,24.027,103.085,-3000.0,0.4600000000000364
3321.36,5.659,24.161,103.099,-6000.0,0.32999999999992724
3321.69,4.967,27.071,102.728,-9000.0,0.36000000000012733
3322.05,4.712,23.919,103.07,-6000.0,0.09999999999990905
3322.15,4.716,29.253,102.291,-12000.0,0.40000000000009095
3322.55,4.742,25.428,103.235,0.0,0.4899999999997817
3323.04,4.742,25.91,103.245,0.0,0.2300000000000182
3323.27,5.256,29.115,102.268,-9000.0,0.07000000000016371
3323.34,4.712,23.919,103.07,-12000.0,0.34999999999990905
3323.69,4.707,27.815,102.296,-3000.0,0.04999999999972715
3323.74,4.717,25.644,103.252,-3000.0,0.09000000000014552
3323.83,4.987,26.108,103.149,0.0,0.010000000000218279
3323.84,4.716,24.107,103.094,-3000.0,0.13999999999987267
3323.98,4.749,25.105,103.199,0.0,0.15000000000009095
3324.13,4.707,27.422,102.501,-15000.0,0.04999999999972715
3324.18,5.336,25.266,103.219,-9000.0,0.36000000000012733
3324.54,4.745,23.842,103.042,0.0,0.13999999999987267
3324.68,4.721,29.034,102.264,-3000.0,0.49000000000023647
3325.17,4.703,26.85,102.878,-6000.0,0.009999999999763531
3325.18,4.743,23.483,102.91,0.0,0.2699999999999818
3325.45,4.699,25.482,103.24,-6000.0,0.42000000000007276
3325.87,4.741,25.239,103.216,0.0,0.32999999999992724
3326.2,5.245,27.14,102.68,-9000.0,0.2300000000000182
3326.43,4.701,23.534,102.929,-3000.0,0.3400000000001455
3326.77,4.744,28.138,102.844,0.0,0.17000000000007276
3326.94,4.716,25.86,103.268,-3000.0,0.36999999999989086
3327.31,5.498,23.483,102.91,-3000.0,0.2600000000002183
3327.57,4.977,23.329,102.853,0.0,0.08999999999969077
3327.66,4.744,28.67,102.619,0.0,0.010000000000218279
3327.67,4.961,26.579,103.007,-6000.0,0.40000000000009095
3328.07,4.749,29.203,102.317,0.0,0.13999999999987267
3328.21,4.716,25.779,103.263,-9000.0,0.6100000000001273
3328.82,4.714,23.74,103.004,-6000.0,0.09999999999990905
3328.92,4.704,28.818,102.244,-3000.0,0.15999999999985448
3329.08,4.716,24.0,103.082,-3000.0,0.07000000000016371
3329.15,4.973,24.782,103.159,0.0,0.11000000000012733
3329.26,4.986,25.428,103.235,-3000.0,0.2199999999997999
3329.48,4.715,25.186,103.209,-6000.0,1.0799999999999272
3330.56,4.75,25.671,103.254,0.0,0.5799999999999272
3331.14,4.748,23.74,103.004,0.0,0.12000000000034561
3331.26,4.715,25.051,103.192,-12000.0,0.1799999999998363
3331.44,4.716,24.89,103.172,-3000.0,0.02999999999974534
3331.47,4.75,25.779,103.263,0.0,0.010000000000218279
3331.48,5.138,24.539,103.134,0.0,0.11999999999989086
3331.6,4.715,23.329,102.853,-3000.0,0.20000000000027285
3331.8,4.969,23.688,102.985,-3000.0,0.10999999999967258
3331.91,4.699,25.428,103.235,-18000.0,0.2699999999999818
3332.18,4.704,28.064,102.209,-6000.0,0.22000000000025466
3332.4,4.716,25.959,103.221,-6000.0,0.2199999999997999
3332.62,4.749,25.266,103.219,0.0,0.13000000000010914
3332.75,4.715,25.86,103.268,-9000.0,0.03000000000020009
3332.78,4.7,26.709,102.968,-9000.0,0.4499999999998181
3333.23,4.716,24.161,103.099,-12000.0,0.13999999999987267
3333.37,4.745,26.781,102.925,0.0,0.0500000000001819
3333.42,4.98,25.024,103.189,-3000.0,0.569999999999709
3333.99,4.743,29.131,102.358,0.0,0.11000000000012733
3334.1,4.744,28.937,102.469,0.0,0.6900000000000546
3334.79,4.749,24.296,103.114,0.0,0.42000000000007276
3335.21,5.551,26.009,103.197,0.0,0.5599999999999454
3335.77,5.485,29.058,102.4,-3000.0,1.0100000000002183
3336.78,4.74,26.631,102.991,0.0,0.05999999999994543
3336.84,4.742,25.617,103.25,0.0,0.13999999999987267
3336.98,4.754,29.088,102.267,0.0,0.09999999999990905
3337.08,4.749,24.809,103.162,0.0,0.13999999999987267
3337.22,4.749,24.916,103.175,0.0,0.11000000000012733
3337.33,5.001,25.401,103.233,0.0,0.0500000000001819
3337.38,4.717,25.752,103.261,-3000.0,0.06999999999970896
3337.45,4.742,29.179,102.331,0.0,0.12000000000034561
3337.57,5.496,23.406,102.881,0.0,0.03999999999996362
3337.61,4.713,23.919,103.07,-3000.0,0.4699999999997999
3338.08,5.002,23.973,103.079,0.0,0.15000000000009095
3338.23,4.741,24.134,103.097,0.0,0.19000000000005457
3338.42,4.749,25.86,103.268,0.0,0.5399999999999636
3338.96,4.748,23.791,103.023,0.0,0.34999999999990905
3339.31,4.746,29.142,102.27,0.0,0.34999999999990905
3339.66,5.369,26.186,103.124,-3000.0,0.7600000000002183
3340.42,5.365,28.62,102.64,0.0,0.06999999999970896
3340.49,4.699,24.782,103.159,-6000.0,0.5500000000001819
3341.04,4.749,24.997,103.185,0.0,0.4800000000000182
3341.52,5.233,25.212,103.212,-6000.0,0.05999999999994543
3341.58,5.002,28.417,102.726,0.0,0.07999999999992724
3341.66,4.716,25.59,103.248,-6000.0,0.12000000000034561
3341.78,4.75,25.563,103.246,0.0,0.13999999999987267
3341.92,4.75,25.752,103.261,0.0,0.4099999999998545
3342.33,4.715,27.594,102.412,-9000.0,0.05999999999994543
3342.39,4.749,24.35,103.12,0.0,0.07000000000016371
3342.46,5.804,26.5,103.03,0.0,0.3200000000001637
3342.78,4.745,26.291,103.093,0.0,0.2899999999999636
3343.07,4.715,24.916,103.175,-15000.0,0.04999999999972715
3343.12,4.72,28.09,102.204,-15000.0,0.0
3343.12,4.75,26.009,103.197,0.0,0.2699999999999818
3343.39,4.719,29.115,102.268,-6000.0,0.2600000000002183
3343.65,4.703,29.25,102.276,-12000.0,0.09999999999990905
3343.75,4.745,28.037,102.887,0.0,0.2600000000002183
3344.01,4.705,27.791,102.309,-9000.0,0.15999999999985448
3344.17,4.971,24.97,103.182,-3000.0,0.30999999999994543
3344.48,4.962,25.266,103.219,-9000.0,0.4600000000000364
3344.94,4.72,28.657,102.221,-6000.0,0.5499999999997272
3345.49,4.714,23.329,102.853,-9000.0,0.4600000000000364
3345.95,4.704,27.278,102.584,-12000.0,0.010000000000218279
3345.96,4.719,29.196,102.273,-15000.0,0.01999999999998181
3345.98,4.715,23.329,102.853,-3000.0,0.03000000000020009
3346.01,5.002,25.132,103.202,0.0,0.2699999999999818
3346.28,4.705,27.521,102.45,-12000.0,0.20999999999958163
3346.49,4.717,27.717,102.348,-6000.0,0.020000000000436557
3346.51,4.75,27.416,102.879,0.0,0.06999999999970896
3346.58,4.749,25.293,103.222,0.0,0.34999999999990905
3346.93,5.27,29.228,102.304,0.0,0.13000000000010914
3347.06,4.705,27.84,102.283,-3000.0,0.7899999999999636
3347.85,4.749,24.242,103.108,0.0,0.03000000000020009
3347.88,5.002,23.457,102.9,0.0,0.11999999999989086
3348.0,6.423,23.637,102.966,-3000.0,0.2300000000000182
3348.23,5.569,25.482,103.24,0.0,0.11000000000012733
3348.34,5.449,29.196,102.273,0.0,0.05999999999994543
3348.4,4.716,24.053,103.088,-3000.0,0.5399999999999636
3348.94,6.097,23.56,102.938,-12000.0,0.03999999999996362
3348.98,5.761,23.534,102.929,-12000.0,0.8699999999998909
3349.85,6.608,25.428,103.235,-6000.0,0.44000000000005457
3350.29,5.735,25.885,103.256,-15000.0,0.01999999999998181
3350.31,4.982,28.144,102.197,0.0,0.07999999999992724
3350.39,4.711,29.058,102.4,-3000.0,0.18000000000029104
3350.57,7.597,25.239,103.216,-3000.0,0.09999999999990905
3350.67,6.872,27.913,102.245,-6000.0,0.03999999999996362
3350.71,5.849,27.864,102.271,-6000.0,0.5599999999999454
3351.27,5.855,27.913,102.245,0.0,0.2300000000000182
3351.5,7.56,24.647,103.142,0.0,0.03000000000020009
3351.53,6.658,24.107,103.094,-12000.0,0.0
3351.53,5.62,23.791,103.023,-9000.0,0.8999999999996362
3352.43,5.664,23.919,103.07,-12000.0,0.6400000000003274
3353.07,6.279,24.485,103.13,-9000.0,0.5599999999999454
3353.63,7.002,27.57,102.424,-3000.0,1.7199999999998
3355.35,6.563,23.586,102.947,0.0,0.2699999999999818
3355.62,5.688,28.09,102.204,-9000.0,0.6900000000000546
3356.31,5.942,24.107,103.094,-9000.0,0.21000000000003638
3356.52,5.897,24.512,103.132,-6000.0,1.1399999999998727
3357.66,5.277,27.398,102.514,-6000.0,0.24000000000023647
3357.9,6.398,24.701,103.149,-3000.0,0.4600000000000364
3358.36,6.281,24.593,103.138,-3000.0,0.40000000000009095
3358.76,5.607,24.512,103.132,-3000.0,0.04999999999972715
3358.81,5.511,24.755,103.155,-3000.0,1.3400000000001455
3360.15,5.639,27.071,102.728,0.0,1.599999999999909
3361.75,5.168,28.341,102.758,0.0,0.44000000000005457
3362.19,4.742,26.605,102.999,0.0,0.8299999999999272
3363.02,5.0,23.946,103.076,0.0,0.03999999999996362
3363.06,4.746,23.586,102.947,0.0,0.36000000000012733
3363.42,4.721,29.277,102.278,-3000.0,0.19000000000005457
3363.61,4.743,28.768,102.565,0.0,1.2300000000000182
3364.84,4.701,23.534,102.929,-3000.0,0.42000000000007276
3365.26,4.996,27.957,102.899,0.0,0.8899999999998727
3366.15,4.704,27.84,102.283,-9000.0,1.4800000000000182
3367.63,4.743,28.816,102.537,0.0,1.1599999999998545
3368.79,4.747,28.265,102.791,0.0,1.0
3369.79,5.01,29.196,102.273,0.0,0.5700000000001637
3370.36,4.712,23.406,102.881,-6000.0,0.32999999999992724
3370.69,4.701,27.121,102.837,-3000.0,1.4600000000000364
3372.15,4.719,28.926,102.257,-9000.0,2.2899999999999636
3374.44,4.699,24.215,103.105,-6000.0,0.34999999999990905
3374.79,4.707,27.496,102.463,-15000.0,0.11999999999989086
3374.91,4.713,23.637,102.966,-3000.0,0.2300000000000182
3375.14,4.973,25.239,103.216,0.0,0.5300000000002001
3375.67,6.277,25.752,103.261,-15000.0,0.13999999999987267
3375.81,5.298,24.512,103.132,0.0,0.19000000000005457
3376.0,5.285,28.62,102.64,0.0,0.4899999999997817
3376.49,5.52,25.725,103.259,-18000.0,0.7800000000002001
3377.27,4.961,28.496,102.197,-9000.0,0.9200000000000728
3378.19,4.7,25.617,103.25,-6000.0,0.30999999999994543
3378.5,4.743,28.889,102.496,0.0,1.5100000000002183
3380.01,4.716,25.644,103.252,-9000.0,0.1299999999996544
3380.14,5.642,24.027,103.085,-6000.0,0.5100000000002183
3380.65,4.993,25.455,103.237,0.0,0.9499999999998181
3381.6,4.747,27.163,102.664,0.0,0.47000000000025466
3382.07,4.716,24.0,103.082,-3000.0,0.849999999999909
3382.92,4.716,24.566,103.136,-15000.0,0.40000000000009095
3383.32,4.713,23.355,102.862,-3000.0,0.08999999999969077
3383.41,4.753,28.926,102.257,0.0,0.2800000000002001
3383.69,4.75,27.416,102.879,0.0,0.2699999999999818
3383.96,4.997,28.163,102.833,0.0,0.8299999999999272
3384.79,4.744,28.468,102.705,0.0,0.38000000000010914
3385.17,4.749,24.728,103.152,0.0,0.7100000000000364
3385.88,4.742,24.377,103.122,0.0,0.21000000000003638
3386.09,4.75,24.485,103.13,0.0,0.42000000000007276
3386.51,4.703,29.061,102.265,-12000.0,0.05999999999994543
3386.57,4.75,23.946,103.076,0.0,0.7300000000000182
3387.3,4.743,28.961,102.455,0.0,0.13999999999987267
3387.44,5.0,28.695,102.606,0.0,1.5599999999999454
3389.0,4.701,28.792,102.551,-6000.0,0.4600000000000364
3389.46,5.002,23.56,102.938,0.0,2.449999999999818
3391.91,4.717,27.373,102.527,-12000.0,0.0500000000001819
3391.96,4.741,25.078,103.196,0.0,0.1799999999998363
3392.14,5.0,28.913,102.482,0.0,0.43000000000029104
3392.57,4.753,29.196,102.273,0.0,0.31999999999970896
3392.89,4.701,28.719,102.592,-6000.0,0.42000000000007276
3393.31,4.749,24.89,103.172,0.0,0.32999999999992724
3393.64,4.72,29.223,102.275,-9000.0,0.3900000000003274
3394.03,4.703,28.442,102.194,-9000.0,0.8299999999999272
3394.86,4.963,27.496,102.463,-6000.0,0.5399999999999636
3395.4,4.703,28.252,102.196,-9000.0,0.06999999999970896
3395.47,4.705,27.025,102.759,-12000.0,0.20000000000027285
3395.67,4.999,28.985,102.441,0.0,0.21000000000003638
3395.88,4.711,28.037,102.887,-6000.0,0.01999999999998181
3395.9,4.744,28.743,102.579,0.0,0.009999999999763531
3395.91,4.716,24.809,103.162,-3000.0,0.07999999999992724
3395.99,4.75,25.536,103.244,0.0,0.43000000000029104
3396.42,4.97,28.98,102.26,-3000.0,1.400000000000091
3397.82,4.716,24.296,103.114,-3000.0,0.6599999999998545
3398.48,5.154,29.179,102.331,0.0,2.1100000000001273
3400.59,4.746,23.688,102.985,0.0,0.4699999999997999
3401.06,4.704,27.301,102.568,-15000.0,0.5300000000002001
3401.59,4.74,26.239,103.108,0.0,0.42000000000007276
3402.01,4.703,28.252,102.196,-3000.0,0.31999999999970896
3402.33,4.712,28.037,102.887,-3000.0,0.599999999999909
3402.93,4.742,27.013,102.823,0.0,1.0199999999999818
3403.95,4.742,26.709,102.968,0.0,0.11000000000012733
3404.06,4.742,25.833,103.267,0.0,0.5199999999999818
3404.58,4.716,25.885,103.256,-6000.0,0.30999999999994543
3404.89,4.715,27.471,102.476,-9000.0,0.9600000000000364
3405.85,4.721,29.277,102.278,-3000.0,0.5300000000002001
3406.38,4.741,23.973,103.079,0.0,0.13999999999987267
3406.52,4.703,28.684,102.225,-15000.0,0.4299999999998363
3406.95,4.75,24.458,103.128,0.0,0.9600000000000364
3407.91,5.002,24.512,103.132,0.0,0.07999999999992724
3407.99,4.705,27.521,102.45,-12000.0,0.06000000000040018
3408.05,4.705,27.14,102.68,-6000.0,0.7999999999997272
3408.85,4.741,28.594,102.651,0.0,1.0399999999999636
3409.89,4.75,26.683,102.976,0.0,0.09000000000014552
3409.98,4.707,27.071,102.728,-9000.0,0.38999999999987267
3410.37,4.72,28.576,102.209,-9000.0,0.3200000000001637
3410.69,5.001,25.482,103.24,0.0,0.6700000000000728
3411.36,4.702,28.417,102.726,-3000.0,0.05999999999994543
3411.42,4.716,25.347,103.229,-3000.0,0.15999999999985448
3411.58,4.707,27.815,102.296,-3000.0,0.2800000000002001
3411.86,4.744,28.138,102.844,0.0,0.2300000000000182
3412.09,4.741,25.239,103.216,0.0,0.21000000000003638
3412.3,4.7,24.269,103.111,-3000.0,0.6199999999998909
3412.92,4.743,28.961,102.455,0.0,1.0399999999999636
3413.96,4.698,26.631,102.991,-9000.0,0.6999999999998181
3414.66,4.742,28.341,102.758,0.0,0.5799999999999272
3415.24,4.75,24.161,103.099,0.0,0.0500000000001819
3415.29,4.748,23.56,102.938,0.0,0.07999999999992724
3415.37,4.754,29.223,102.275,0.0,0.03000000000020009
3415.4,4.743,23.432,102.891,0.0,0.07999999999992724
3415.48,4.713,23.355,102.862,-3000.0,0.03999999999996362
3415.52,4.745,28.442,102.194,0.0,0.849999999999909
3416.37,4.745,28.037,102.887,0.0,0.13000000000010914
3416.5,4.7,25.482,103.24,-3000.0,0.7399999999997817
3417.24,4.75,26.009,103.197,0.0,0.29000000000041837
3417.53,4.743,23.765,103.014,0.0,0.2300000000000182
3417.76,5.249,25.509,103.242,-6000.0,0.8699999999998909
3418.63,4.75,23.946,103.076,0.0,0.11999999999989086
3418.75,4.742,26.605,102.999,0.0,0.7300000000000182
3419.48,4.72,29.034,102.264,-9000.0,0.2199999999997999
3419.7,4.962,23.509,102.919,-3000.0,0.9700000000002547
3420.67,4.753,29.196,102.273,0.0,1.150000000000091
3421.82,4.699,25.725,103.259,-6000.0,1.8699999999998909
3423.69,4.742,29.179,102.331,0.0,0.27999999999974534
3423.97,4.744,26.134,103.139,0.0,0.0500000000001819
3424.02,4.961,23.406,102.881,-6000.0,0.07000000000016371
3424.09,4.716,24.35,103.12,-3000.0,0.6399999999998727
3424.73,4.742,27.363,102.871,0.0,0.03000000000020009
3424.76,4.743,28.985,102.441,0.0,0.2699999999999818
3425.03,4.747,28.366,102.748,0.0,0.5399999999999636
3425.57,4.749,27.071,102.728,0.0,0.2899999999999636
3425.86,4.705,27.398,102.514,-9000.0,0.04999999999972715
3425.91,4.965,28.695,102.606,-6000.0,0.3900000000003274
3426.3,4.747,28.265,102.791,0.0,0.01999999999998181
3426.32,4.742,26.92,102.832,0.0,0.34999999999990905
3426.67,4.699,25.239,103.216,-6000.0,0.4800000000000182
3427.15,4.72,29.223,102.275,-6000.0,0.27999999999974534
3427.43,4.716,25.266,103.219,-3000.0,0.3200000000001637
3427.75,4.962,23.457,102.9,-9000.0,0.38000000000010914
3428.13,4.713,23.637,102.966,-3000.0,0.5599999999999454
3428.69,4.743,29.155,102.344,0.0,0.599999999999909
3429.29,4.742,24.377,103.122,0.0,0.15000000000009095
3429.44,4.72,29.277,102.278,-9000.0,0.11000000000012733
3429.55,4.749,24.728,103.152,0.0,0.6799999999998363
3430.23,4.977,28.872,102.252,0.0,0.40000000000009095
3430.63,4.741,25.482,103.24,0.0,0.1799999999998363
3430.81,5.485,24.242,103.108,0.0,0.40000000000009095
3431.21,4.742,27.957,102.899,0.0,0.17000000000007276
3431.38,4.699,25.132,103.202,-6000.0,0.30999999999994543
3431.69,4.721,28.953,102.259,-3000.0,0.02999999999974534
3431.72,4.75,27.632,102.891,0.0,0.22000000000025466
3431.94,4.743,28.768,102.565,0.0,0.6999999999998181
3432.64,4.75,24.458,103.128,0.0,0.12000000000034561
3432.76,4.709,25.91,103.245,-3000.0,0.31999999999970896
3433.08,4.701,27.228,102.852,-3000.0,0.5900000000001455
3433.67,4.744,28.569,102.662,0.0,0.7699999999999818
3434.44,4.742,24.512,103.132,0.0,0.15000000000009095
3434.59,6.3,28.864,102.51,0.0,0.05999999999994543
3434.65,5.421,27.594,102.412,-9000.0,0.01999999999998181
3434.67,5.425,25.536,103.244,0.0,0.36999999999989086
3435.04,4.715,25.347,103.229,-9000.0,0.19000000000005457
3435.23,4.743,29.034,102.413,0.0,0.19000000000005457
3435.42,4.746,23.586,102.947,0.0,1.2100000000000364
3436.63,4.744,28.417,102.726,0.0,0.1799999999998363
3436.81,4.749,24.89,103.172,0.0,0.3000000000001819
3437.11,4.716,25.374,103.231,-6000.0,0.27999999999974534
3437.39,4.741,25.078,103.196,0.0,0.3900000000003274
3437.78,4.7,25.32,103.226,-3000.0,0.01999999999998181
3437.8,4.705,27.84,102.283,-3000.0,0.4899999999997817
3438.29,4.699,25.833,103.267,-12000.0,0.1799999999998363
3438.47,4.746,23.688,102.985,0.0,0.0500000000001819
3438.52,4.741,23.973,103.079,0.0,0.01999999999998181
3438.54,5.159,24.242,103.108,0.0,1.099999999999909
3439.64,4.7,25.239,103.216,-3000.0,0.3200000000001637
3439.96,4.717,25.374,103.231,-3000.0,1.099999999999909
3441.06,4.716,24.0,103.082,-3000.0,0.25
3441.31,4.701,28.889,102.496,-6000.0,0.13999999999987267
3441.45,4.72,28.09,102.204,-9000.0,0.38000000000010914
3441.83,4.744,28.62,102.64,0.0,0.21000000000003638
3442.04,4.716,25.401,103.233,-9000.0,0.09000000000014552
3442.13,4.745,28.695,102.606,0.0,0.29999999999972715
3442.43,5.004,24.188,103.102,0.0,0.13000000000010914
3442.56,4.704,27.163,102.664,-15000.0,0.5300000000002001
3443.09,4.748,23.56,102.938,0.0,0.1799999999998363
3443.27,4.714,23.74,103.004,-9000.0,0.32999999999992724
3443.6,4.72,28.845,102.248,-9000.0,0.849999999999909
3444.45,4.75,24.485,103.13,0.0,0.14000000000032742
3444.59,5.15,25.347,103.229,-3000.0,0.05999999999994543
3444.65,4.717,24.431,103.126,-3000.0,0.7300000000000182
3445.38,4.72,29.088,102.267,-6000.0,0.05999999999994543
3445.44,4.704,28.98,102.26,-3000.0,0.5199999999999818
3445.96,4.7,25.428,103.235,-3000.0,0.34999999999990905
3446.31,4.74,26.239,103.108,0.0,0.13000000000010914
3446.44,4.699,24.215,103.105,-6000.0,0.11000000000012733
3446.55,4.742,26.709,102.968,0.0,0.34999999999990905
3446.9,4.742,25.833,103.267,0.0,0.38999999999987267
3447.29,4.713,23.355,102.862,-3000.0,0.1999999999998181
3447.49,4.721,29.277,102.278,-3000.0,0.17000000000007276
3447.66,4.749,24.0,103.082,0.0,0.5199999999999818
3448.18,4.742,27.578,102.89,0.0,0.3000000000001819
3448.48,5.003,25.239,103.216,0.0,0.36000000000012733
3448.84,4.753,28.926,102.257,0.0,0.13999999999987267
3448.98,4.754,29.223,102.275,0.0,0.07999999999992724
3449.06,4.7,25.024,103.189,-3000.0,0.21000000000003638
3449.27,4.75,23.946,103.076,0.0,0.650000000000091
3449.92,4.717,28.011,102.897,-6000.0,0.19000000000005457
3450.11,4.716,25.698,103.256,-6000.0,0.7799999999997453
3450.89,4.749,24.674,103.145,0.0,0.03000000000020009
3450.92,4.741,28.594,102.651,0.0,1.1599999999998545
3452.08,4.704,28.738,102.233,-3000.0,0.20000000000027285
3452.28,5.271,28.743,102.579,0.0,0.07999999999992724
3452.36,4.704,27.324,102.552,-6000.0,0.2899999999999636
3452.65,4.716,25.509,103.242,-6000.0,0.09999999999990905
3452.75,4.72,29.223,102.275,-9000.0,0.11000000000012733
3452.86,4.962,25.671,103.254,-3000.0,0.01999999999998181
3452.88,4.75,26.683,102.976,0.0,0.4899999999997817
3453.37,4.701,29.131,102.358,-3000.0,0.2899999999999636
3453.66,4.753,29.196,102.273,0.0,0.05999999999994543
3453.72,4.716,25.885,103.256,-6000.0,0.01999999999998181
3453.74,5.0,24.404,103.124,0.0,0.5700000000001637
3454.31,4.719,28.469,102.194,-6000.0,0.45000000000027285
3454.76,4.714,26.186,103.124,-3000.0,0.05999999999994543
3454.82,4.717,24.458,103.128,-3000.0,0.11999999999989086
3454.94,6.818,25.86,103.268,-6000.0,0.1999999999998181
3455.14,5.652,25.806,103.265,-6000.0,1.1600000000003092
3456.3,6.037,23.973,103.079,0.0,0.1499999999996362
3456.45,5.56,24.458,103.128,0.0,0.1000000000003638
3456.55,5.413,24.943,103.179,0.0,0.21000000000003638
3456.76,4.743,23.432,102.891,0.0,0.36999999999989086
3457.13,6.55,25.752,103.261,-3000.0,0.07999999999992724
3457.21,5.883,25.779,103.263,-6000.0,0.17000000000007276
